"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"02/14/2021","137","Stonington","908","865","43","4,922","28","21","7","10,246","55,537","29,078","1,117","27,947","14"
"02/14/2021","138","Stratford","3,923","3,606","317","7,549","136","107","29","26,874","51,714","75,742","4,659","70,948","135"
"02/14/2021","139","Suffield","1,196","990","206","7,597","31","23","8","9,101","57,810","28,434","1,384","27,036","14"
"02/14/2021","140","Thomaston","534","502","32","7,063","10","10","0","3,963","52,421","13,066","664","12,389","13"
"02/14/2021","141","Thompson","555","534","21","5,907","2","1","1","3,662","38,978","8,926","645","8,275","6"
"02/14/2021","142","Tolland","759","718","41","5,179","15","8","7","7,486","51,082","19,981","886","19,080","15"
"02/14/2021","143","Torrington","2,688","2,613","75","7,853","126","110","16","18,824","54,996","70,371","3,277","66,935","159"
"02/14/2021","144","Trumbull","2,401","2,226","175","6,706","143","99","44","19,463","54,363","56,530","2,819","53,615","96"
"02/14/2021","145","Union","35","34","1","4,167","0","0","0","441","52,500","1,357","44","1,312","1"
"02/14/2021","146","Vernon","1,655","1,565","90","5,648","48","38","10","13,896","47,422","39,942","1,895","38,001","46"
"02/14/2021","147","Voluntown","168","166","2","6,627","4","4","0","1,426","56,252","3,436","189","3,243","4"
"02/14/2021","148","Wallingford","3,426","3,238","188","7,693","160","144","16","25,468","57,186","101,313","4,244","96,916","153"
"02/14/2021","149","Warren","23","17","6","1,644","0","0","0","531","37,956","1,439","25","1,414","0"
"02/14/2021","150","Washington","150","131","19","4,368","2","2","0","2,126","61,910","5,468","173","5,291","4"
"02/14/2021","151","Waterbury","12,195","11,418","777","11,282","327","287","40","60,104","55,604","215,775","15,630","199,684","461"
"02/14/2021","152","Waterford","1,349","1,303","46","7,142","61","44","17","11,911","63,065","35,977","1,575","34,378","24"
"02/14/2021","153","Watertown","1,825","1,662","163","8,433","46","40","6","12,232","56,522","41,807","2,344","39,391","72"
"02/14/2021","154","Westbrook","386","361","25","5,583","1","1","0","4,001","57,868","9,401","471","8,926","4"
"02/14/2021","155","West Hartford","3,635","3,325","310","5,775","223","163","60","35,191","55,913","108,273","4,214","103,929","130"
"02/14/2021","156","West Haven","4,423","4,072","351","8,060","104","93","11","28,963","52,776","86,851","5,353","81,388","110"
"02/14/2021","157","Weston","441","404","37","4,304","5","4","1","5,905","57,627","12,427","506","11,909","12"
"02/14/2021","158","Westport","1,342","1,242","100","4,773","27","19","8","18,188","64,691","44,845","1,564","43,247","34"
"02/14/2021","159","Wethersfield","2,307","2,223","84","8,845","33","28","5","15,166","58,147","59,519","2,734","56,743","42"
"02/14/2021","160","Willington","221","208","13","3,754","3","3","0","2,673","45,405","6,836","245","6,589","2"
"02/14/2021","161","Wilton","890","807","83","4,838","47","25","22","10,568","57,444","25,113","1,022","24,084","7"
"02/14/2021","162","Winchester","476","472","4","4,467","5","5","0","5,138","48,221","14,221","558","13,648","15"
"02/14/2021","163","Windham","2,654","2,589","65","10,742","44","31","13","15,037","60,864","49,999","3,176","46,758","65"
"02/14/2021","164","Windsor","2,351","2,256","95","8,175","126","91","35","16,626","57,809","60,020","2,888","57,054","78"
"02/14/2021","165","Windsor Locks","861","839","22","6,687","28","26","2","6,293","48,874","18,049","1,072","16,957","20"
"02/14/2021","166","Wolcott","1,454","1,354","100","8,733","43","36","7","8,820","52,976","29,413","1,845","27,510","58"
"02/14/2021","167","Woodbridge","440","397","43","4,997","41","36","5","5,131","58,274","15,783","582","15,179","22"
"02/14/2021","168","Woodbury","475","441","34","4,981","8","7","1","4,880","51,169","14,167","601","13,557","9"
"02/14/2021","169","Woodstock","435","428","7","5,533","5","5","0","3,955","50,305","9,250","480","8,762","8"
"02/11/2021","1","Andover","142","128","14","4,395","3","3","0","1,503","46,518","3,528","160","3,365","3"
"02/11/2021","2","Ansonia","1,410","1,275","135","7,532","23","21","2","9,263","49,479","27,036","1,687","25,266","83"
"02/11/2021","3","Ashford","209","204","5","4,905","4","4","0","2,078","48,768","5,120","243","4,874","3"
"02/11/2021","4","Avon","721","692","29","3,939","72","58","14","9,716","53,087","27,487","818","26,631","38"
"02/11/2021","5","Barkhamsted","127","124","3","3,504","1","1","0","1,648","45,475","4,374","142","4,224","8"
"02/11/2021","6","Beacon Falls","418","394","24","6,762","6","6","0","3,095","50,065","9,224","497","8,702","25"
"02/11/2021","7","Berlin","1,261","1,200","61","6,172","29","24","5","10,178","49,814","30,398","1,498","28,872","28"
"02/11/2021","8","Bethany","307","282","25","5,603","2","1","1","2,825","51,561","7,814","373","7,428","13"
"02/11/2021","9","Bethel","1,535","1,338","197","7,786","48","38","10","10,631","53,926","29,612","1,811","27,779","22"
"02/11/2021","10","Bethlehem","164","148","16","4,793","3","2","1","1,606","46,932","4,488","184","4,298","6"
"02/11/2021","11","Bloomfield","1,671","1,612","59","7,845","105","86","19","12,091","56,763","58,107","2,017","55,982","108"
"02/11/2021","12","Bolton","219","205","14","4,479","5","4","1","2,337","47,791","5,634","254","5,375","5"
"02/11/2021","13","Bozrah","191","190","1","7,529","4","4","0","1,469","57,903","3,863","223","3,638","2"
"02/11/2021","14","Branford","1,772","1,605","167","6,327","57","51","6","15,810","56,454","46,524","2,125","44,362","37"
"02/11/2021","15","Bridgeport","14,893","14,147","746","10,278","264","210","54","77,457","53,455","240,508","18,045","222,073","390"
"02/11/2021","16","Bridgewater","61","47","14","3,717","0","0","0","784","47,776","1,913","73","1,838","2"
"02/11/2021","17","Bristol","4,529","4,303","226","7,544","124","105","19","31,352","52,225","108,112","5,426","102,501","185"
"02/11/2021","18","Brookfield","1,224","1,018","206","7,199","16","12","4","9,251","54,411","22,458","1,390","21,056","12"
"02/11/2021","19","Brooklyn","668","657","11","8,068","7","7","0","4,679","56,510","14,389","768","13,614","7"
"02/11/2021","20","Burlington","436","422","14","4,511","3","3","0","4,784","49,498","12,690","516","12,158","16"
"02/11/2021","21","Canaan","7","7","0","664","0","0","0","326","30,900","652","8","644","0"
"02/11/2021","22","Canterbury","342","335","7","6,706","1","1","0","2,680","52,549","6,639","397","6,238","4"
"02/11/2021","23","Canton","375","356","19","3,651","35","28","7","4,795","46,689","13,421","421","12,994","6"
"02/11/2021","24","Chaplin","99","95","4","4,388","0","0","0","1,136","50,355","2,916","110","2,805","1"
"02/11/2021","25","Cheshire","1,712","1,498","214","5,867","47","40","7","16,369","56,099","51,185","2,022","49,114","49"
"02/11/2021","26","Chester","186","179","7","4,398","14","13","1","2,269","53,653","7,795","241","7,541","13"
"02/11/2021","27","Clinton","718","678","40","5,544","6","5","1","7,327","56,579","18,051","853","17,185","13"
"02/11/2021","28","Colchester","966","910","56","6,062","26","16","10","9,195","57,700","26,592","1,136","25,424","32"
"02/11/2021","29","Colebrook","38","36","2","2,705","0","0","0","569","40,498","1,530","37","1,492","1"
"02/11/2021","30","Columbia","270","257","13","5,014","4","4","0","2,869","53,278","7,295","306","6,987","2"
"02/11/2021","31","Cornwall","40","40","0","2,924","0","0","0","840","61,404","1,723","47","1,675","1"
"02/11/2021","32","Coventry","570","532","38","4,592","8","7","1","6,286","50,636","15,651","667","14,969","15"
"02/11/2021","33","Cromwell","981","928","53","7,055","47","29","18","8,238","59,245","29,048","1,144","27,865","39"
"02/11/2021","34","Danbury","10,761","9,731","1,030","12,700","179","149","30","50,453","59,546","142,015","13,075","128,725","215"
"02/11/2021","35","Darien","1,126","1,004","122","5,176","10","9","1","13,740","63,164","31,112","1,383","29,718","11"
"02/11/2021","36","Deep River","232","217","15","5,198","0","0","0","2,477","55,501","6,461","279","6,176","6"
"02/11/2021","37","Derby","903","838","65","7,215","13","12","1","6,217","49,676","17,624","1,067","16,516","41"
"02/11/2021","38","Durham","465","423","42","6,463","4","3","1","4,136","57,484","12,209","575","11,624","10"
"02/11/2021","39","Eastford","72","70","2","4,022","2","1","1","714","39,888","1,770","82","1,688","0"
"02/11/2021","40","East Granby","199","194","5","3,866","2","1","1","2,572","49,971","6,717","241","6,474","2"
"02/11/2021","41","East Haddam","334","293","41","3,716","14","8","6","4,187","46,584","11,744","398","11,338","8"
"02/11/2021","42","East Hampton","612","575","37","4,761","19","13","6","6,657","51,789","17,641","732","16,900","9"
"02/11/2021","43","East Hartford","5,313","5,136","177","10,626","137","103","34","27,873","55,748","96,449","6,534","89,761","154"
"02/11/2021","44","East Haven","2,482","2,208","274","8,648","68","51","17","15,378","53,584","44,053","2,956","41,056","41"
"02/11/2021","45","East Lyme","1,115","990","125","5,980","44","33","11","11,215","60,150","30,194","1,307","28,871","16"
"02/11/2021","46","Easton","314","292","22","4,177","3","2","1","3,648","48,530","7,759","356","7,394","9"
"02/11/2021","47","East Windsor","761","733","28","6,690","45","34","11","5,514","48,475","19,687","940","18,713","34"
"02/11/2021","48","Ellington","775","742","33","4,755","10","9","1","7,627","46,794","17,744","883","16,853","8"
"02/11/2021","49","Enfield","2,755","2,679","76","6,196","45","42","3","19,961","44,890","54,230","3,220","50,928","82"
"02/11/2021","50","Essex","358","335","23","5,364","13","13","0","3,929","58,870","10,667","456","10,206","5"
"02/11/2021","51","Fairfield","3,955","3,557","398","6,384","194","147","47","36,831","59,451","113,389","4,551","108,740","98"
"02/11/2021","52","Farmington","1,180","1,114","66","4,626","45","37","8","13,473","52,823","43,337","1,354","41,911","72"
"02/11/2021","53","Franklin","167","167","0","8,639","2","2","0","967","50,026","2,553","201","2,351","1"
"02/11/2021","54","Glastonbury","1,702","1,607","95","4,935","101","80","21","17,257","50,033","47,736","2,035","45,650","51"
"02/11/2021","55","Goshen","118","114","4","4,099","1","1","0","1,544","53,630","3,774","142","3,626","6"
"02/11/2021","56","Granby","434","419","15","3,815","22","20","2","5,160","45,363","12,887","497","12,373","17"
"02/11/2021","57","Greenwich","3,703","3,453","250","5,903","79","62","17","37,612","59,961","93,516","4,489","88,960","67"
"02/11/2021","58","Griswold","836","827","9","7,212","10","8","2","7,073","61,021","17,909","941","16,963","5"
"02/11/2021","59","Groton","2,172","2,075","97","5,614","80","45","35","19,900","51,432","59,733","2,569","57,142","22"
"02/11/2021","60","Guilford","980","912","68","4,411","31","26","5","12,235","55,073","30,796","1,118","29,664","14"
"02/11/2021","61","Haddam","394","365","29","4,792","5","3","2","4,430","53,880","12,142","478","11,661","3"
"02/11/2021","62","Hamden","4,397","4,034","363","7,215","178","147","31","37,080","60,847","153,444","5,273","148,049","122"
"02/11/2021","63","Hampton","151","150","1","8,149","0","0","0","1,233","66,541","3,275","170","3,105","0"
"02/11/2021","64","Hartford","13,573","13,132","441","11,072","261","229","32","69,949","57,061","279,701","16,659","262,649","393"
"02/11/2021","65","Hartland","72","71","1","3,396","2","2","0","707","33,349","2,047","88","1,955","4"
"02/11/2021","66","Harwinton","249","236","13","4,586","5","3","2","2,738","50,424","7,556","297","7,247","12"
"02/11/2021","67","Hebron","402","378","24","4,240","7","5","2","4,679","49,346","11,612","469","11,134","9"
"02/11/2021","68","Kent","117","99","18","4,201","0","0","0","2,100","75,404","6,198","131","6,067","0"
"02/11/2021","69","Killingly","1,433","1,382","51","8,289","56","39","17","9,181","53,109","26,084","1,673","24,395","16"
"02/11/2021","70","Killingworth","281","259","22","4,411","6","3","3","3,408","53,501","8,644","324","8,310","10"
"02/11/2021","71","Lebanon","364","357","7","5,051","2","2","0","3,856","53,504","9,966","427","9,535","4"
"02/11/2021","72","Ledyard","808","797","11","5,483","10","9","1","8,743","59,331","21,996","942","21,044","10"
"02/11/2021","73","Lisbon","238","236","2","5,603","6","6","0","1,998","47,034","5,541","278","5,254","9"
"02/11/2021","74","Litchfield","318","299","19","3,913","8","7","1","4,453","54,793","12,170","358","11,801","11"
"02/11/2021","75","Lyme","79","73","6","3,379","0","0","0","1,222","52,267","2,962","92","2,869","1"
"02/11/2021","76","Madison","871","811","60","4,811","36","29","7","11,105","61,333","28,840","1,046","27,775","19"
"02/11/2021","77","Manchester","3,878","3,682","196","6,721","141","112","29","29,601","51,302","91,429","4,649","86,657","123"
"02/11/2021","78","Mansfield","1,121","1,017","104","4,342","13","11","2","12,911","50,010","54,546","1,191","53,340","15"
"02/11/2021","79","Marlborough","324","304","20","5,096","22","18","4","3,191","50,189","10,166","371","9,786","9"
"02/11/2021","80","Meriden","6,350","6,001","349","10,665","128","111","17","36,745","61,715","136,405","7,705","128,482","218"
"02/11/2021","81","Middlebury","552","510","42","7,140","19","16","3","4,419","57,159","14,957","704","14,212","41"
"02/11/2021","82","Middlefield","207","190","17","4,726","0","0","0","2,506","57,215","6,975","280","6,688","7"
"02/11/2021","83","Middletown","3,491","3,244","247","7,565","128","101","27","28,995","62,833","169,506","4,448","164,911","147"
"02/11/2021","84","Milford","3,539","3,241","298","6,474","121","107","14","26,295","48,106","73,353","4,196","69,083","74"
"02/11/2021","85","Monroe","1,007","935","72","5,172","12","8","4","9,454","48,557","22,591","1,126","21,442","23"
"02/11/2021","86","Montville","1,482","1,428","54","7,918","33","29","4","10,839","57,913","29,545","1,680","27,840","25"
"02/11/2021","87","Morris","109","105","4","4,819","2","2","0","1,135","50,177","3,152","123","3,027","2"
"02/11/2021","88","Naugatuck","2,622","2,446","176","8,380","83","76","7","15,761","50,374","58,953","3,446","55,336","171"
"02/11/2021","89","New Britain","8,047","7,730","317","11,107","184","150","34","40,225","55,519","137,703","9,854","127,586","263"
"02/11/2021","90","New Canaan","1,057","994","63","5,229","40","36","4","13,224","65,423","31,870","1,250","30,608","12"
"02/11/2021","91","New Fairfield","810","704","106","5,837","5","4","1","7,094","51,121","15,559","911","14,638","10"
"02/11/2021","92","New Hartford","268","259","9","4,009","3","2","1","3,241","48,482","8,089","331","7,753","5"
"02/11/2021","93","New Haven","10,499","9,939","560","8,050","173","150","23","75,595","57,964","269,670","12,463","256,964","243"
"02/11/2021","94","Newington","2,217","2,107","110","7,363","98","82","16","16,426","54,550","54,051","2,720","51,249","82"
"02/11/2021","95","New London","2,811","2,771","40","10,435","27","22","5","20,457","75,938","107,806","3,359","104,405","42"
"02/11/2021","96","New Milford","1,674","1,310","364","6,206","32","28","4","14,126","52,369","42,005","1,924","40,002","79"
"02/11/2021","97","Newtown","1,442","1,249","193","5,192","60","49","11","14,729","53,032","39,068","1,673","37,364","31"
"02/11/2021","98","Norfolk","59","58","1","3,598","0","0","0","698","42,561","1,795","67","1,728","0"
"02/11/2021","99","North Branford","872","775","97","6,159","17","5","12","7,120","50,290","19,746","1,011","18,719","16"
"02/11/2021","100","North Canaan","178","172","6","5,470","8","7","1","2,003","61,555","7,632","195","7,434","3"
"02/11/2021","101","North Haven","1,717","1,532","185","7,247","41","37","4","13,060","55,126","36,500","2,065","34,403","32"
"02/11/2021","102","North Stonington","225","217","8","4,291","3","2","1","2,408","45,928","5,863","253","5,607","3"
"02/11/2021","103","Norwalk","8,980","8,531","449","10,085","206","176","30","53,263","59,814","137,120","11,169","125,858","93"
"02/11/2021","104","Norwich","3,456","3,425","31","8,831","39","37","2","23,928","61,141","64,765","4,046","60,668","51"
"02/11/2021","105","Old Lyme","272","265","7","3,693","3","3","0","4,547","61,730","10,746","361","10,376","9"
"02/11/2021","106","Old Saybrook","723","684","39","7,168","59","48","11","6,988","69,277","20,629","865","19,760","4"
"02/11/2021","107","Orange","811","736","75","5,814","16","14","2","7,296","52,305","18,105","943","17,150","12"
"02/11/2021","108","Oxford","697","664","33","5,270","10","10","0","6,349","48,004","16,525","831","15,673","21"
"02/11/2021","109","Plainfield","1,108","1,083","25","7,302","25","22","3","7,841","51,677","21,108","1,310","19,786","12"
"02/11/2021","110","Plainville","1,235","1,148","87","7,008","36","34","2","8,883","50,406","29,886","1,489","28,342","55"
"02/11/2021","111","Plymouth","692","647","45","5,942","7","6","1","5,638","48,416","17,902","824","17,049","29"
"02/11/2021","112","Pomfret","217","212","5","5,162","0","0","0","2,535","60,300","6,723","243","6,476","4"
"02/11/2021","113","Portland","510","485","25","5,481","16","13","3","5,321","57,184","16,308","603","15,696","9"
"02/11/2021","114","Preston","280","277","3","6,037","5","5","0","2,665","57,460","6,746","311","6,426","9"
"02/11/2021","115","Prospect","656","607","49","6,701","2","2","0","4,820","49,234","14,315","827","13,464","24"
"02/11/2021","116","Putnam","677","645","32","7,206","23","22","1","4,656","49,558","11,443","774","10,662","7"
"02/11/2021","117","Redding","384","347","37","4,208","15","11","4","4,679","51,277","11,768","453","11,306","9"
"02/11/2021","118","Ridgefield","1,083","954","129","4,331","59","46","13","14,631","58,505","34,663","1,277","33,359","27"
"02/11/2021","119","Rocky Hill","1,425","1,346","79","7,074","115","100","15","9,693","48,116","34,118","1,764","32,288","66"
"02/11/2021","120","Roxbury","93","77","16","4,306","1","0","1","1,157","53,565","2,599","105","2,492","2"
"02/11/2021","121","Salem","179","178","1","4,341","3","3","0","2,306","55,930","5,723","215","5,507","1"
"02/11/2021","122","Salisbury","109","106","3","3,029","0","0","0","3,279","91,134","8,522","131","8,388","3"
"02/11/2021","123","Scotland","38","38","0","2,255","1","1","0","328","19,466","834","41","793","0"
"02/11/2021","124","Seymour","1,244","1,165","79","7,535","64","58","6","8,453","51,202","27,761","1,444","26,239","78"
"02/11/2021","125","Sharon","87","85","2","3,219","1","1","0","1,348","49,871","4,009","122","3,887","0"
"02/11/2021","126","Shelton","2,855","2,645","210","6,947","164","136","28","20,153","49,038","61,928","3,366","58,432","130"
"02/11/2021","127","Sherman","127","93","34","3,514","3","0","3","1,740","48,146","3,784","137","3,644","3"
"02/11/2021","128","Simsbury","841","802","39","3,367","25","22","3","12,520","50,122","35,960","983","34,935","42"
"02/11/2021","129","Somers","787","733","54","7,264","11","10","1","5,100","47,074","12,312","834","11,446","32"
"02/11/2021","130","Southbury","1,070","990","80","5,444","54","48","6","10,598","53,917","36,693","1,438","35,193","62"
"02/11/2021","131","Southington","2,823","2,548","275","6,444","84","74","10","22,390","51,111","78,762","3,455","75,211","96"
"02/11/2021","132","South Windsor","1,300","1,248","52","4,990","51","37","14","12,117","46,507","31,485","1,510","29,935","40"
"02/11/2021","133","Sprague","190","187","3","6,577","2","2","0","1,856","64,244","5,103","222","4,878","3"
"02/11/2021","134","Stafford","510","487","23","4,291","25","19","6","4,466","37,580","13,124","612","12,500","12"
"02/11/2021","135","Stamford","12,348","11,855","493","9,515","274","244","30","75,923","58,504","185,298","15,886","169,260","152"
"02/11/2021","136","Sterling","234","229","5","6,190","0","0","0","1,666","44,074","4,065","270","3,792","3"
"02/11/2021","137","Stonington","888","845","43","4,813","28","21","7","10,193","55,250","28,606","1,088","27,504","14"
"02/11/2021","138","Stratford","3,880","3,567","313","7,466","133","104","29","26,720","51,417","74,668","4,601","69,933","134"
"02/11/2021","139","Suffield","1,154","952","202","7,330","31","23","8","9,028","57,346","27,484","1,338","26,132","14"
"02/11/2021","140","Thomaston","523","492","31","6,918","10","10","0","3,927","51,944","12,897","652","12,232","13"
"02/11/2021","141","Thompson","547","529","18","5,822","2","1","1","3,631","38,648","8,780","637","8,137","6"
"02/11/2021","142","Tolland","753","712","41","5,138","15","8","7","7,454","50,863","19,666","879","18,772","15"
"02/11/2021","143","Torrington","2,657","2,582","75","7,763","125","109","16","18,753","54,788","69,589","3,234","66,199","156"
"02/11/2021","144","Trumbull","2,384","2,210","174","6,659","143","99","44","19,347","54,039","55,701","2,796","52,815","90"
"02/11/2021","145","Union","34","33","1","4,048","0","0","0","433","51,548","1,330","42","1,287","1"
"02/11/2021","146","Vernon","1,642","1,552","90","5,604","47","38","9","13,814","47,142","39,354","1,879","37,431","44"
"02/11/2021","147","Voluntown","167","165","2","6,588","3","3","0","1,413","55,740","3,371","188","3,179","4"
"02/11/2021","148","Wallingford","3,383","3,196","187","7,596","158","142","16","25,324","56,863","99,961","4,193","95,621","147"
"02/11/2021","149","Warren","23","17","6","1,644","0","0","0","524","37,455","1,408","25","1,383","0"
"02/11/2021","150","Washington","149","131","18","4,339","2","2","0","2,114","61,561","5,414","172","5,238","4"
"02/11/2021","151","Waterbury","12,076","11,312","764","11,172","325","285","40","59,646","55,180","212,650","15,479","196,711","460"
"02/11/2021","152","Waterford","1,340","1,294","46","7,095","61","44","17","11,830","62,636","35,327","1,561","33,742","24"
"02/11/2021","153","Watertown","1,798","1,634","164","8,308","45","39","6","12,132","56,060","41,235","2,310","38,854","71"
"02/11/2021","154","Westbrook","376","352","24","5,438","1","1","0","3,982","57,593","9,246","461","8,780","5"
"02/11/2021","155","West Hartford","3,594","3,286","308","5,710","223","163","60","34,971","55,563","106,729","4,164","102,435","130"
"02/11/2021","156","West Haven","4,373","4,029","344","7,968","103","92","11","28,683","52,266","85,301","5,288","79,904","109"
"02/11/2021","157","Weston","433","396","37","4,226","5","4","1","5,866","57,246","12,265","496","11,757","12"
"02/11/2021","158","Westport","1,331","1,231","100","4,734","27","19","8","18,030","64,129","44,123","1,551","42,538","34"
"02/11/2021","159","Wethersfield","2,316","2,233","83","8,880","32","28","4","15,283","58,596","59,202","2,735","56,427","40"
"02/11/2021","160","Willington","220","208","12","3,737","3","3","0","2,661","45,201","6,720","242","6,476","2"
"02/11/2021","161","Wilton","879","797","82","4,778","47","25","22","10,448","56,792","24,690","1,010","23,673","7"
"02/11/2021","162","Winchester","472","468","4","4,430","5","5","0","5,110","47,959","14,064","554","13,496","14"
"02/11/2021","163","Windham","2,642","2,581","61","10,694","38","29","9","14,984","60,649","49,591","3,161","46,365","65"
"02/11/2021","164","Windsor","2,335","2,241","94","8,119","126","91","35","16,529","57,472","59,247","2,864","56,307","76"
"02/11/2021","165","Windsor Locks","857","834","23","6,656","27","25","2","6,267","48,672","17,860","1,064","16,776","20"
"02/11/2021","166","Wolcott","1,438","1,338","100","8,637","43","36","7","8,782","52,748","29,101","1,821","27,222","58"
"02/11/2021","167","Woodbridge","435","392","43","4,940","41","36","5","5,097","57,888","15,616","576","15,018","22"
"02/11/2021","168","Woodbury","474","439","35","4,970","8","7","1","4,854","50,897","14,014","598","13,407","9"
"02/11/2021","169","Woodstock","428","421","7","5,444","5","5","0","3,923","49,898","9,083","472","8,603","8"
"02/10/2021","1","Andover","142","128","14","4,395","3","3","0","1,500","46,425","3,510","160","3,347","3"
"02/10/2021","2","Ansonia","1,408","1,273","135","7,521","23","21","2","9,252","49,420","26,926","1,684","25,158","84"
"02/10/2021","3","Ashford","209","204","5","4,905","4","4","0","2,075","48,697","5,104","243","4,858","3"
"02/10/2021","4","Avon","714","687","27","3,901","70","57","13","9,698","52,989","27,308","814","26,455","39"
"02/10/2021","5","Barkhamsted","127","124","3","3,504","1","1","0","1,643","45,337","4,365","142","4,215","8"
"02/10/2021","6","Beacon Falls","418","394","24","6,762","6","6","0","3,091","50,000","9,189","497","8,667","25"
"02/10/2021","7","Berlin","1,257","1,198","59","6,152","28","24","4","10,157","49,711","30,223","1,495","28,700","28"
"02/10/2021","8","Bethany","306","281","25","5,585","2","1","1","2,820","51,469","7,788","371","7,404","13"
"02/10/2021","9","Bethel","1,529","1,333","196","7,756","48","38","10","10,599","53,764","29,403","1,804","27,577","22"
"02/10/2021","10","Bethlehem","164","148","16","4,793","3","2","1","1,602","46,815","4,446","184","4,256","6"
"02/10/2021","11","Bloomfield","1,667","1,608","59","7,826","105","86","19","12,079","56,706","57,835","2,012","55,718","105"
"02/10/2021","12","Bolton","219","205","14","4,479","5","4","1","2,329","47,628","5,605","254","5,346","5"
"02/10/2021","13","Bozrah","191","190","1","7,529","4","4","0","1,467","57,824","3,836","223","3,611","2"
"02/10/2021","14","Branford","1,765","1,599","166","6,302","57","51","6","15,754","56,254","46,096","2,115","43,943","38"
"02/10/2021","15","Bridgeport","14,852","14,109","743","10,250","262","208","54","77,279","53,333","239,186","17,996","220,799","391"
"02/10/2021","16","Bridgewater","61","47","14","3,717","0","0","0","783","47,715","1,903","73","1,828","2"
"02/10/2021","17","Bristol","4,522","4,297","225","7,533","124","105","19","31,285","52,114","107,562","5,413","101,965","184"
"02/10/2021","18","Brookfield","1,221","1,016","205","7,182","16","12","4","9,236","54,323","22,349","1,385","20,952","12"
"02/10/2021","19","Brooklyn","666","655","11","8,043","7","7","0","4,640","56,039","14,008","764","13,236","8"
"02/10/2021","20","Burlington","436","422","14","4,511","3","3","0","4,781","49,467","12,649","515","12,118","16"
"02/10/2021","21","Canaan","7","7","0","664","0","0","0","326","30,900","650","8","642","0"
"02/10/2021","22","Canterbury","339","332","7","6,647","1","1","0","2,674","52,431","6,602","392","6,206","4"
"02/10/2021","23","Canton","373","354","19","3,632","35","28","7","4,779","46,534","13,350","419","12,925","6"
"02/10/2021","24","Chaplin","99","95","4","4,388","0","0","0","1,132","50,177","2,905","110","2,794","1"
"02/10/2021","25","Cheshire","1,707","1,493","214","5,850","47","40","7","16,321","55,934","50,307","2,016","48,243","48"
"02/10/2021","26","Chester","185","178","7","4,375","14","13","1","2,267","53,606","7,727","239","7,477","11"
"02/10/2021","27","Clinton","713","673","40","5,506","6","5","1","7,321","56,533","17,949","848","17,088","13"
"02/10/2021","28","Colchester","964","908","56","6,049","26","16","10","9,172","57,555","26,479","1,134","25,315","30"
"02/10/2021","29","Colebrook","38","36","2","2,705","0","0","0","569","40,498","1,528","37","1,490","1"
"02/10/2021","30","Columbia","269","256","13","4,995","4","4","0","2,859","53,092","7,255","305","6,948","2"
"02/10/2021","31","Cornwall","39","39","0","2,851","0","0","0","837","61,184","1,718","46","1,671","1"
"02/10/2021","32","Coventry","568","530","38","4,575","8","7","1","6,273","50,532","15,555","664","14,876","15"
"02/10/2021","33","Cromwell","978","925","53","7,033","47","29","18","8,222","59,130","28,828","1,142","27,647","39"
"02/10/2021","34","Danbury","10,726","9,698","1,028","12,659","179","149","30","50,348","59,422","141,099","13,034","127,850","215"
"02/10/2021","35","Darien","1,121","1,001","120","5,153","10","9","1","13,681","62,892","30,813","1,377","29,425","11"
"02/10/2021","36","Deep River","230","215","15","5,153","0","0","0","2,464","55,210","6,425","277","6,142","6"
"02/10/2021","37","Derby","901","836","65","7,199","13","12","1","6,213","49,644","17,559","1,064","16,454","41"
"02/10/2021","38","Durham","463","422","41","6,435","3","2","1","4,125","57,331","12,139","572","11,557","10"
"02/10/2021","39","Eastford","72","70","2","4,022","1","1","0","713","39,832","1,763","82","1,681","0"
"02/10/2021","40","East Granby","198","193","5","3,847","2","1","1","2,568","49,893","6,677","240","6,435","2"
"02/10/2021","41","East Haddam","331","290","41","3,683","14","8","6","4,185","46,562","11,681","395","11,278","8"
"02/10/2021","42","East Hampton","610","574","36","4,746","18","12","6","6,644","51,688","17,559","730","16,820","9"
"02/10/2021","43","East Hartford","5,298","5,121","177","10,596","136","102","34","27,826","55,654","95,925","6,515","89,255","155"
"02/10/2021","44","East Haven","2,470","2,197","273","8,607","68","51","17","15,342","53,458","43,778","2,940","40,797","41"
"02/10/2021","45","East Lyme","1,111","987","124","5,959","44","33","11","11,206","60,102","30,049","1,302","28,733","14"
"02/10/2021","46","Easton","313","292","21","4,164","3","2","1","3,638","48,397","7,712","355","7,348","9"
"02/10/2021","47","East Windsor","761","733","28","6,690","45","34","11","5,500","48,352","19,582","941","18,608","33"
"02/10/2021","48","Ellington","776","743","33","4,761","10","9","1","7,623","46,770","17,702","883","16,811","8"
"02/10/2021","49","Enfield","2,749","2,673","76","6,182","46","43","3","19,931","44,823","54,013","3,214","50,719","80"
"02/10/2021","50","Essex","357","334","23","5,349","13","13","0","3,923","58,780","10,618","454","10,159","5"
"02/10/2021","51","Fairfield","3,942","3,544","398","6,363","194","147","47","36,762","59,339","112,582","4,536","107,947","99"
"02/10/2021","52","Farmington","1,179","1,113","66","4,622","45","37","8","13,455","52,752","43,110","1,350","41,689","71"
