"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"02/10/2021","53","Franklin","168","168","0","8,691","2","2","0","963","49,819","2,542","202","2,339","1"
"02/10/2021","54","Glastonbury","1,696","1,601","95","4,917","101","80","21","17,211","49,900","47,275","2,025","45,199","51"
"02/10/2021","55","Goshen","117","113","4","4,064","1","1","0","1,540","53,491","3,757","140","3,611","6"
"02/10/2021","56","Granby","434","419","15","3,815","22","20","2","5,145","45,231","12,799","496","12,286","17"
"02/10/2021","57","Greenwich","3,681","3,431","250","5,868","81","64","17","37,466","59,729","92,734","4,460","88,209","65"
"02/10/2021","58","Griswold","834","825","9","7,195","10","8","2","7,061","60,918","17,825","939","16,881","5"
"02/10/2021","59","Groton","2,164","2,068","96","5,593","80","45","35","19,869","51,352","59,381","2,560","56,799","22"
"02/10/2021","60","Guilford","978","910","68","4,402","30","25","5","12,214","54,978","30,617","1,115","29,488","14"
"02/10/2021","61","Haddam","394","365","29","4,792","5","3","2","4,425","53,819","12,104","478","11,623","3"
"02/10/2021","62","Hamden","4,377","4,015","362","7,182","177","146","31","36,994","60,706","150,654","5,248","145,282","124"
"02/10/2021","63","Hampton","149","148","1","8,041","0","0","0","1,228","66,271","3,261","168","3,093","0"
"02/10/2021","64","Hartford","13,531","13,090","441","11,038","260","228","32","69,801","56,940","277,599","16,612","260,596","391"
"02/10/2021","65","Hartland","71","70","1","3,349","2","2","0","706","33,302","2,038","87","1,947","4"
"02/10/2021","66","Harwinton","249","236","13","4,586","5","3","2","2,731","50,295","7,516","297","7,207","12"
"02/10/2021","67","Hebron","400","376","24","4,219","7","5","2","4,673","49,283","11,568","466","11,093","9"
"02/10/2021","68","Kent","116","98","18","4,165","0","0","0","2,097","75,296","6,051","129","5,922","0"
"02/10/2021","69","Killingly","1,428","1,377","51","8,261","55","38","17","9,173","53,063","25,974","1,667","24,291","16"
"02/10/2021","70","Killingworth","280","258","22","4,396","6","3","3","3,401","53,391","8,608","323","8,275","10"
"02/10/2021","71","Lebanon","364","357","7","5,051","2","2","0","3,845","53,351","9,908","427","9,477","4"
"02/10/2021","72","Ledyard","801","790","11","5,436","10","9","1","8,722","59,188","21,862","935","20,917","10"
"02/10/2021","73","Lisbon","238","236","2","5,603","6","6","0","1,997","47,010","5,507","278","5,220","9"
"02/10/2021","74","Litchfield","318","299","19","3,913","8","7","1","4,448","54,731","12,058","359","11,688","11"
"02/10/2021","75","Lyme","79","73","6","3,379","0","0","0","1,221","52,224","2,947","92","2,854","1"
"02/10/2021","76","Madison","867","806","61","4,788","36","29","7","11,081","61,201","28,666","1,041","27,606","19"
"02/10/2021","77","Manchester","3,866","3,670","196","6,700","141","112","29","29,541","51,198","90,849","4,633","86,086","130"
"02/10/2021","78","Mansfield","1,117","1,014","103","4,327","12","10","2","12,888","49,921","54,140","1,187","52,938","15"
"02/10/2021","79","Marlborough","322","302","20","5,064","21","17","4","3,188","50,142","10,137","371","9,757","9"
"02/10/2021","80","Meriden","6,325","5,976","349","10,623","128","111","17","36,698","61,636","135,751","7,673","127,861","217"
"02/10/2021","81","Middlebury","551","509","42","7,127","19","16","3","4,417","57,134","14,905","703","14,161","41"
"02/10/2021","82","Middlefield","207","190","17","4,726","0","0","0","2,503","57,146","6,955","280","6,668","7"
"02/10/2021","83","Middletown","3,485","3,240","245","7,552","128","101","27","28,966","62,770","169,127","4,441","164,540","146"
"02/10/2021","84","Milford","3,532","3,234","298","6,462","120","106","14","26,222","47,972","72,961","4,187","68,700","74"
"02/10/2021","85","Monroe","1,002","930","72","5,146","12","8","4","9,431","48,439","22,469","1,121","21,326","22"
"02/10/2021","86","Montville","1,466","1,412","54","7,833","33","29","4","10,789","57,646","29,288","1,662","27,601","25"
"02/10/2021","87","Morris","109","105","4","4,819","2","2","0","1,134","50,133","3,136","123","3,011","2"
"02/10/2021","88","Naugatuck","2,617","2,442","175","8,364","83","76","7","15,731","50,278","58,729","3,438","55,116","175"
"02/10/2021","89","New Britain","8,024","7,707","317","11,075","183","149","34","40,149","55,414","136,948","9,825","126,860","263"
"02/10/2021","90","New Canaan","1,054","991","63","5,214","40","36","4","13,180","65,206","31,657","1,246","30,399","12"
"02/10/2021","91","New Fairfield","807","701","106","5,815","5","4","1","7,079","51,012","15,481","908","14,563","10"
"02/10/2021","92","New Hartford","268","259","9","4,009","3","2","1","3,232","48,347","8,049","331","7,712","6"
"02/10/2021","93","New Haven","10,466","9,908","558","8,025","173","150","23","75,437","57,842","267,807","12,423","255,142","242"
"02/10/2021","94","Newington","2,213","2,104","109","7,349","98","82","16","16,396","54,450","53,769","2,715","50,971","83"
"02/10/2021","95","New London","2,801","2,762","39","10,398","27","22","5","20,422","75,808","107,427","3,347","104,038","42"
"02/10/2021","96","New Milford","1,672","1,310","362","6,199","32","28","4","14,098","52,265","41,677","1,922","39,677","78"
"02/10/2021","97","Newtown","1,436","1,244","192","5,170","60","49","11","14,706","52,949","38,892","1,665","37,195","32"
"02/10/2021","98","Norfolk","59","58","1","3,598","0","0","0","698","42,561","1,782","67","1,715","0"
"02/10/2021","99","North Branford","869","773","96","6,138","17","5","12","7,115","50,254","19,640","1,007","18,617","16"
"02/10/2021","100","North Canaan","178","172","6","5,470","8","7","1","1,999","61,432","7,573","196","7,374","3"
"02/10/2021","101","North Haven","1,712","1,527","185","7,226","41","37","4","13,041","55,046","36,305","2,057","34,216","32"
"02/10/2021","102","North Stonington","222","214","8","4,234","3","2","1","2,391","45,604","5,817","248","5,566","3"
"02/10/2021","103","Norwalk","8,956","8,510","446","10,058","206","176","30","53,153","59,691","136,441","11,133","125,215","93"
"02/10/2021","104","Norwich","3,443","3,412","31","8,798","39","37","2","23,870","60,992","64,457","4,029","60,377","51"
"02/10/2021","105","Old Lyme","272","265","7","3,693","3","3","0","4,536","61,580","10,694","361","10,324","9"
"02/10/2021","106","Old Saybrook","719","680","39","7,128","59","48","11","6,964","69,039","20,507","860","19,642","5"
"02/10/2021","107","Orange","807","733","74","5,785","16","14","2","7,282","52,204","18,032","939","17,081","12"
"02/10/2021","108","Oxford","694","661","33","5,247","10","10","0","6,343","47,959","16,473","829","15,623","21"
"02/10/2021","109","Plainfield","1,105","1,080","25","7,283","25","22","3","7,829","51,598","21,013","1,306","19,695","12"
"02/10/2021","110","Plainville","1,225","1,138","87","6,951","36","34","2","8,856","50,253","29,739","1,479","28,205","55"
"02/10/2021","111","Plymouth","690","645","45","5,925","7","6","1","5,630","48,347","17,813","820","16,964","29"
"02/10/2021","112","Pomfret","217","212","5","5,162","0","0","0","2,536","60,324","6,708","243","6,461","4"
"02/10/2021","113","Portland","511","486","25","5,492","16","13","3","5,316","57,131","16,195","603","15,583","9"
"02/10/2021","114","Preston","280","277","3","6,037","5","5","0","2,662","57,395","6,711","311","6,391","9"
"02/10/2021","115","Prospect","655","607","48","6,691","2","2","0","4,809","49,122","14,273","826","13,423","24"
"02/10/2021","116","Putnam","676","643","33","7,195","22","21","1","4,648","49,473","11,399","771","10,621","7"
"02/10/2021","117","Redding","383","347","36","4,197","15","11","4","4,669","51,167","11,721","452","11,260","9"
"02/10/2021","118","Ridgefield","1,079","950","129","4,315","59","46","13","14,605","58,401","34,527","1,270","33,229","28"
"02/10/2021","119","Rocky Hill","1,419","1,340","79","7,044","115","100","15","9,671","48,007","33,949","1,758","32,131","60"
"02/10/2021","120","Roxbury","93","77","16","4,306","1","0","1","1,157","53,565","2,591","105","2,484","2"
"02/10/2021","121","Salem","177","176","1","4,293","3","3","0","2,302","55,833","5,686","213","5,472","1"
"02/10/2021","122","Salisbury","109","106","3","3,029","0","0","0","3,275","91,023","8,497","131","8,363","3"
"02/10/2021","123","Scotland","36","36","0","2,136","1","1","0","329","19,525","834","39","795","0"
"02/10/2021","124","Seymour","1,241","1,162","79","7,517","64","58","6","8,445","51,154","27,676","1,442","26,156","78"
"02/10/2021","125","Sharon","87","85","2","3,219","1","1","0","1,343","49,686","3,999","122","3,877","0"
"02/10/2021","126","Shelton","2,851","2,642","209","6,937","162","134","28","20,125","48,970","61,636","3,356","58,150","130"
"02/10/2021","127","Sherman","127","93","34","3,514","3","0","3","1,740","48,146","3,769","137","3,629","3"
"02/10/2021","128","Simsbury","838","800","38","3,355","25","22","3","12,482","49,970","35,710","972","34,697","41"
"02/10/2021","129","Somers","783","729","54","7,227","11","10","1","5,081","46,899","12,239","830","11,377","32"
"02/10/2021","130","Southbury","1,066","986","80","5,423","54","48","6","10,590","53,877","36,521","1,434","35,025","62"
"02/10/2021","131","Southington","2,807","2,534","273","6,408","83","73","10","22,341","50,999","78,309","3,438","74,776","95"
"02/10/2021","132","South Windsor","1,297","1,245","52","4,978","51","37","14","12,094","46,419","31,352","1,506","29,806","40"
"02/10/2021","133","Sprague","188","185","3","6,507","2","2","0","1,850","64,036","5,072","220","4,849","3"
"02/10/2021","134","Stafford","509","486","23","4,283","25","19","6","4,461","37,538","13,106","611","12,483","12"
"02/10/2021","135","Stamford","12,298","11,805","493","9,476","273","243","30","75,728","58,353","184,299","15,819","168,328","152"
"02/10/2021","136","Sterling","233","228","5","6,164","0","0","0","1,659","43,889","4,040","268","3,769","3"
"02/10/2021","137","Stonington","889","846","43","4,819","28","21","7","10,168","55,114","28,435","1,090","27,331","14"
"02/10/2021","138","Stratford","3,873","3,559","314","7,453","132","103","29","26,671","51,323","74,293","4,592","69,566","135"
"02/10/2021","139","Suffield","1,129","927","202","7,171","31","23","8","8,983","57,060","27,252","1,312","25,926","14"
"02/10/2021","140","Thomaston","522","491","31","6,905","9","9","0","3,926","51,931","12,829","651","12,165","13"
"02/10/2021","141","Thompson","546","528","18","5,812","3","2","1","3,625","38,584","8,743","635","8,102","6"
"02/10/2021","142","Tolland","751","710","41","5,125","15","8","7","7,443","50,788","19,598","876","18,707","15"
"02/10/2021","143","Torrington","2,641","2,566","75","7,716","125","109","16","18,712","54,669","69,186","3,215","65,815","156"
"02/10/2021","144","Trumbull","2,376","2,203","173","6,637","143","99","44","19,270","53,824","55,346","2,786","52,468","92"
"02/10/2021","145","Union","34","33","1","4,048","0","0","0","428","50,952","1,317","42","1,274","1"
"02/10/2021","146","Vernon","1,634","1,545","89","5,576","47","38","9","13,793","47,070","39,191","1,869","37,277","45"
"02/10/2021","147","Voluntown","166","164","2","6,548","3","3","0","1,410","55,621","3,358","187","3,167","4"
"02/10/2021","148","Wallingford","3,367","3,181","186","7,560","155","139","16","25,266","56,733","99,407","4,175","95,085","147"
"02/10/2021","149","Warren","23","17","6","1,644","0","0","0","520","37,169","1,393","25","1,368","0"
"02/10/2021","150","Washington","148","130","18","4,310","2","2","0","2,103","61,241","5,344","171","5,169","4"
"02/10/2021","151","Waterbury","12,054","11,292","762","11,152","325","285","40","59,547","55,089","211,566","15,450","195,654","462"
"02/10/2021","152","Waterford","1,334","1,288","46","7,063","61","44","17","11,811","62,535","35,143","1,554","33,565","24"
"02/10/2021","153","Watertown","1,789","1,625","164","8,267","44","38","6","12,102","55,922","41,019","2,300","38,648","71"
"02/10/2021","154","Westbrook","374","350","24","5,409","1","1","0","3,974","57,478","9,198","459","8,735","4"
"02/10/2021","155","West Hartford","3,580","3,274","306","5,688","221","161","60","34,914","55,473","106,234","4,142","101,962","130"
"02/10/2021","156","West Haven","4,359","4,016","343","7,943","102","91","11","28,588","52,093","84,727","5,273","79,345","109"
"02/10/2021","157","Weston","433","396","37","4,226","5","4","1","5,855","57,139","12,203","495","11,696","12"
"02/10/2021","158","Westport","1,325","1,225","100","4,713","27","19","8","17,953","63,856","43,738","1,545","42,159","34"
"02/10/2021","159","Wethersfield","2,360","2,276","84","9,048","32","28","4","15,404","59,060","59,200","2,777","56,382","41"
"02/10/2021","160","Willington","219","207","12","3,720","3","3","0","2,652","45,048","6,690","241","6,447","2"
"02/10/2021","161","Wilton","881","799","82","4,789","47","25","22","10,423","56,656","24,563","1,010","23,546","7"
"02/10/2021","162","Winchester","472","468","4","4,430","5","5","0","5,110","47,959","14,020","554","13,451","15"
"02/10/2021","163","Windham","2,633","2,574","59","10,657","38","29","9","14,949","60,508","49,228","3,150","46,013","65"
"02/10/2021","164","Windsor","2,324","2,230","94","8,081","126","91","35","16,501","57,375","58,867","2,850","55,941","76"
"02/10/2021","165","Windsor Locks","852","830","22","6,617","27","25","2","6,244","48,493","17,745","1,058","16,666","21"
"02/10/2021","166","Wolcott","1,435","1,335","100","8,619","43","36","7","8,761","52,622","28,941","1,815","27,068","58"
"02/10/2021","167","Woodbridge","433","391","42","4,918","41","36","5","5,094","57,853","15,514","573","14,919","22"
"02/10/2021","168","Woodbury","473","439","34","4,960","8","7","1","4,847","50,823","13,948","597","13,342","9"
"02/10/2021","169","Woodstock","426","419","7","5,418","5","5","0","3,911","49,746","9,033","470","8,555","8"
"02/09/2021","1","Andover","141","128","13","4,364","2","2","0","1,500","46,425","3,489","159","3,327","3"
"02/09/2021","2","Ansonia","1,403","1,270","133","7,494","23","21","2","9,235","49,330","26,779","1,676","25,019","84"
"02/09/2021","3","Ashford","209","204","5","4,905","4","4","0","2,071","48,604","5,074","243","4,828","3"
"02/09/2021","4","Avon","703","676","27","3,841","70","57","13","9,670","52,836","27,165","800","26,326","39"
"02/09/2021","5","Barkhamsted","127","124","3","3,504","1","1","0","1,640","45,254","4,331","142","4,181","8"
"02/09/2021","6","Beacon Falls","413","389","24","6,681","6","6","0","3,085","49,903","9,126","492","8,609","25"
"02/09/2021","7","Berlin","1,245","1,188","57","6,093","28","24","4","10,133","49,594","30,070","1,483","28,559","28"
"02/09/2021","8","Bethany","305","281","24","5,567","2","1","1","2,815","51,378","7,743","370","7,360","13"
"02/09/2021","9","Bethel","1,526","1,330","196","7,741","48","38","10","10,562","53,576","29,216","1,801","27,393","22"
"02/09/2021","10","Bethlehem","164","148","16","4,793","3","2","1","1,598","46,698","4,423","184","4,233","6"
"02/09/2021","11","Bloomfield","1,663","1,605","58","7,807","105","86","19","12,058","56,608","57,447","2,011","55,336","100"
"02/09/2021","12","Bolton","219","205","14","4,479","5","4","1","2,326","47,566","5,575","254","5,316","5"
"02/09/2021","13","Bozrah","190","189","1","7,489","3","3","0","1,459","57,509","3,809","222","3,585","2"
"02/09/2021","14","Branford","1,753","1,589","164","6,260","57","51","6","15,700","56,061","45,531","2,102","43,390","39"
"02/09/2021","15","Bridgeport","14,808","14,069","739","10,219","260","206","54","77,112","53,217","237,217","17,934","218,895","388"
"02/09/2021","16","Bridgewater","61","47","14","3,717","0","0","0","783","47,715","1,897","73","1,822","2"
