last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-04-08,144,Trumbull,7963,6897,1066,22322,174,121,53,34774,97480,157174,9865,147112,197
2022-04-08,145,Union,192,178,14,22884,2,2,0,1035,123361,4029,222,3804,3
2022-04-08,146,Vernon,4463,4049,414,15201,76,50,26,21668,73804,86598,5190,81286,122
2022-04-08,147,Voluntown,468,434,34,18645,6,6,0,2064,82231,7851,555,7289,7
2022-04-08,148,Wallingford,9497,8461,1036,21425,212,182,30,39274,88603,222545,11677,210611,257
2022-04-08,149,Warren,139,102,37,9964,0,0,0,999,71613,3665,158,3503,4
2022-04-08,150,Washington,473,387,86,13798,2,2,0,3900,113769,17319,541,16762,16
2022-04-08,151,Waterbury,31910,27999,3911,29665,497,437,60,104102,96778,512781,41004,470925,852
2022-04-08,152,Waterford,3850,3621,229,20538,75,56,19,17688,94356,82048,4623,77339,86
2022-04-08,153,Watertown,4797,4067,730,22231,76,69,7,18950,87821,90452,6082,84234,136
2022-04-08,154,Westbrook,1150,1071,79,16742,10,6,4,6037,87888,22398,1408,20965,25
2022-04-08,155,West Hartford,9938,8855,1083,15783,270,204,66,57272,90958,273584,12161,261167,256
2022-04-08,156,West Haven,12678,10990,1688,23211,160,147,13,48410,88631,229890,15712,213925,253
2022-04-08,157,Weston,1381,1247,134,13471,5,3,2,10035,97883,37008,1666,35315,27
2022-04-08,158,Westport,4151,3770,381,14570,36,26,10,29724,104328,132082,5052,126936,94
2022-04-08,159,Wethersfield,5176,4827,349,19902,54,45,9,22191,85324,101139,6356,94684,99
2022-04-08,160,Willington,708,635,73,12074,4,4,0,4007,68332,15296,806,14478,12
2022-04-08,161,Wilton,2662,2416,246,14512,55,29,26,18350,100038,67711,3196,64490,25
2022-04-08,162,Winchester,1645,1584,61,15513,16,16,0,8100,76386,31884,1919,29942,23
2022-04-08,163,Windham,6483,6105,378,26396,69,47,22,21981,89496,112752,8310,104302,140
2022-04-08,164,Windsor,6159,5742,417,21435,158,121,37,26406,91901,142239,7732,134366,141
2022-04-08,165,Windsor Locks,2332,2192,140,18142,42,38,4,10129,78800,41288,2873,38370,45
2022-04-08,166,Wolcott,3827,3323,504,23072,64,53,11,14023,84542,67633,4819,62726,88
2022-04-08,167,Woodbridge,1407,1255,152,16080,48,42,6,8436,96411,45446,1751,43635,60
2022-04-08,168,Woodbury,1460,1203,257,15365,11,9,2,7718,81225,32408,1788,30593,27
2022-04-08,169,Woodstock,1343,1302,41,17091,8,8,0,6580,83736,22285,1549,20710,26
2022-04-11,1,Andover,425,360,65,13133,6,4,2,2358,72868,8651,487,8156,8
2022-04-11,2,Ansonia,4509,3859,650,24172,48,38,10,15864,85043,72484,5521,66810,153
2022-04-11,3,Ashford,653,588,65,15347,5,4,1,3294,77415,12178,785,11380,13
2022-04-11,4,Avon,2491,2310,181,13630,78,63,15,16522,90403,69171,2914,66183,74
2022-04-11,5,Barkhamsted,455,431,24,12618,8,7,1,2619,72629,10249,533,9702,14
2022-04-11,6,Beacon Falls,1167,1044,123,18756,11,11,0,4785,76905,21817,1414,20359,44
2022-04-11,7,Berlin,3492,3233,259,17087,50,43,7,15988,78234,70375,4236,66066,73
2022-04-11,8,Bethany,876,793,83,15789,4,3,1,4547,81957,21621,1076,20519,26
2022-04-11,9,Bethel,3701,3031,670,18692,70,56,14,17675,89268,71108,4476,66560,72
2022-04-11,10,Bethlehem,573,490,83,16843,2,2,0,2720,79953,11216,688,10507,21
2022-04-11,11,Bloomfield,4365,4015,350,20579,133,113,20,19681,92787,126308,5430,120691,187
2022-04-11,12,Bolton,641,555,86,13124,5,4,1,3828,78378,13953,763,13179,11
2022-04-11,13,Bozrah,551,510,41,20213,7,7,0,2175,79787,9480,657,8815,8
2022-04-11,14,Branford,5216,4670,546,18695,82,73,9,24928,89348,117179,6248,110801,130
2022-04-11,15,Bridgeport,40641,36562,4079,28145,440,361,79,136914,94816,653219,52111,600077,1031
2022-04-11,16,Bridgewater,184,120,64,11254,0,0,0,1400,85627,5025,224,4795,6
2022-04-11,17,Bristol,13211,11435,1776,22038,202,165,37,51186,85385,259128,16275,242527,326
2022-04-11,18,Brookfield,3406,2675,731,20067,25,18,7,15475,91174,59519,4062,55401,56
2022-04-11,19,Brooklyn,1977,1886,91,23900,18,18,0,7422,89724,42253,2394,39832,27
2022-04-11,20,Burlington,1528,1297,231,15746,8,6,2,7707,79421,31764,1833,29900,31
2022-04-11,21,Canaan,27,27,0,2564,0,0,0,359,34093,1229,33,1196,0
2022-04-11,22,Canterbury,1049,972,77,20654,4,4,0,4022,79189,16120,1245,14859,16
2022-04-11,23,Canton,1223,1120,103,11927,37,31,6,7988,77901,32695,1414,31260,21
2022-04-11,24,Chaplin,408,383,25,18222,2,2,0,1758,78517,7194,480,6712,2
2022-04-11,25,Cheshire,5505,4881,624,19024,77,63,14,25711,88852,153191,6585,146474,132
2022-04-11,26,Chester,520,481,39,12343,19,16,3,3416,81082,16342,653,15665,24
2022-04-11,27,Clinton,2267,2107,160,17540,13,8,5,11494,88928,45937,2724,43162,51
2022-04-11,28,Colchester,2752,2462,290,17408,38,27,11,13576,85875,60022,3312,56647,63
2022-04-11,29,Colebrook,128,125,3,9143,1,1,0,843,60214,3476,146,3326,4
2022-04-11,30,Columbia,858,756,102,15951,12,9,3,4377,81372,16890,1009,15870,11
2022-04-11,31,Cornwall,170,162,8,12482,2,0,2,1374,100881,4591,195,4394,2
2022-04-11,32,Coventry,1830,1585,245,14750,11,10,1,9694,78133,36103,2141,33923,39
2022-04-11,33,Cromwell,2579,2311,268,18636,65,41,24,12315,88988,63273,3138,60057,78
2022-04-11,34,Danbury,19971,17859,2112,23580,215,179,36,78901,93160,308918,24492,283981,445
2022-04-11,35,Darien,3278,2860,418,15087,13,12,1,21908,100828,85694,3969,81651,74
2022-04-11,36,Deep River,659,615,44,14832,1,1,0,3735,84065,14636,793,13824,19
2022-04-11,37,Derby,2902,2459,443,23519,29,23,6,10696,86684,47266,3544,43630,92
2022-04-11,38,Durham,1259,1132,127,17572,8,7,1,6027,84117,28038,1523,26490,25
2022-04-11,39,Eastford,251,241,10,14022,3,2,1,1191,66536,4251,298,3952,1
2022-04-11,40,East Granby,737,658,79,14339,4,2,2,4233,82354,16832,901,15925,6
2022-04-11,41,East Haddam,1159,1013,146,12882,23,10,13,6617,73547,28829,1359,27447,23
2022-04-11,42,East Hampton,1998,1726,272,15609,24,17,7,10357,80914,43151,2389,40725,37
2022-04-11,43,East Hartford,12594,11529,1065,25253,198,155,43,43588,87400,215155,15818,199031,306
2022-04-11,44,East Haven,7125,6153,972,24940,106,86,20,25399,88904,119788,8695,110977,116
2022-04-11,45,East Lyme,3182,2940,242,17235,60,47,13,17423,94372,87248,3796,83410,42
2022-04-11,46,Easton,1188,1020,168,15796,5,4,1,6945,92341,24911,1453,23432,26
2022-04-11,47,East Windsor,1974,1791,183,16918,59,46,13,9040,77477,44387,2432,41897,58
2022-04-11,48,Ellington,2152,1951,201,13069,30,18,12,11891,72211,40371,2490,37837,44
2022-04-11,49,Enfield,8127,7366,761,18615,83,73,10,33841,77512,169338,9918,159172,248
2022-04-11,50,Essex,890,824,66,13347,13,12,1,5713,85678,24717,1103,23593,21
2022-04-11,51,Fairfield,13022,11609,1413,20988,242,184,58,64376,103757,356852,15584,340893,375
2022-04-11,52,Farmington,3884,3439,445,15233,68,55,13,22715,89089,108321,4609,103571,141
2022-04-11,53,Franklin,406,384,22,21146,2,2,0,1464,76250,6538,492,6038,8
2022-04-11,54,Glastonbury,5099,4539,560,14787,118,97,21,29167,84586,117895,6222,111559,114
2022-04-11,55,Goshen,393,371,22,13727,2,2,0,2430,84876,9232,485,8739,8
2022-04-11,56,Granby,1322,1181,141,11489,33,28,5,8731,75876,33849,1566,32244,39
2022-04-11,57,Greenwich,12091,11243,848,19241,121,97,24,64557,102732,277338,14740,262402,196
2022-04-11,58,Griswold,2705,2469,236,23452,32,23,9,10000,86700,42836,3237,39570,29
2022-04-11,59,Groton,7078,6340,738,18415,120,76,44,32454,84436,141254,8495,132635,124
2022-04-11,60,Guilford,3569,3241,328,16125,44,35,9,20052,90598,91533,4218,87247,68
2022-04-11,61,Haddam,1211,1121,90,14781,11,6,5,6679,81521,28137,1451,26669,17
2022-04-11,62,Hamden,12790,11084,1706,21121,226,193,33,57693,95272,392978,15685,376913,380
2022-04-11,63,Hampton,431,406,25,23398,1,1,0,1850,100434,7442,509,6931,2
2022-04-11,64,Hartford,31891,29933,1958,26118,413,364,49,112147,91845,649854,39884,609110,860
2022-04-11,65,Hartland,222,203,19,10472,5,4,1,1293,60991,4764,265,4493,6
2022-04-11,66,Harwinton,915,851,64,16882,8,6,2,4288,79114,17826,1102,16701,23
2022-04-11,67,Hebron,1320,1156,164,13889,15,11,4,7311,76926,28229,1573,26633,23
2022-04-11,68,Kent,464,418,46,16709,2,2,0,3838,138207,22963,564,22397,2
2022-04-11,69,Killingly,4203,3999,204,24244,80,57,23,14959,86289,63677,5058,58568,51
2022-04-11,70,Killingworth,900,816,84,14142,11,6,5,5256,82590,22081,1051,21007,23
2022-04-11,71,Lebanon,1285,1174,111,17987,7,6,1,5892,82475,24810,1546,23251,13
2022-04-11,72,Ledyard,2960,2683,277,20245,13,12,1,13409,91711,54198,3490,50654,54
2022-04-11,73,Lisbon,802,739,63,19005,12,12,0,3077,72915,13557,969,12565,23
2022-04-11,74,Litchfield,1135,1028,107,14023,13,11,2,6741,83284,28603,1334,27240,29
2022-04-11,75,Lyme,263,243,20,11356,1,0,1,1894,81779,7178,314,6860,4
2022-04-11,76,Madison,2873,2651,222,15935,44,35,9,17258,95718,78267,3436,74779,52
2022-04-11,77,Manchester,10378,9072,1306,18022,188,138,50,47073,81747,208690,12674,195761,255
2022-04-11,78,Mansfield,2630,2381,249,10319,31,26,5,17100,67093,94841,2997,91744,100
2022-04-11,79,Marlborough,994,863,131,15691,31,22,9,5143,81184,24413,1225,23174,14
2022-04-11,80,Meriden,16073,14639,1434,27061,217,192,25,54828,92311,300393,19999,279981,413
2022-04-11,81,Middlebury,1450,1208,242,18595,23,18,5,7031,90164,33710,1794,31850,66
2022-04-11,82,Middlefield,591,523,68,13512,5,3,2,3564,81481,15846,751,15082,13
2022-04-11,83,Middletown,9798,8904,894,21181,181,133,48,42689,92285,450537,12264,437799,474
2022-04-11,84,Milford,10742,9608,1134,19621,180,157,23,45241,82636,203613,13234,190186,193
2022-04-11,85,Monroe,3773,3140,633,19414,24,16,8,16919,87059,67210,4560,62590,60
2022-04-11,86,Montville,4179,3867,312,22579,48,43,5,16537,89351,93102,4959,88049,94
2022-04-11,87,Morris,288,266,22,12777,3,3,0,1774,78705,7070,333,6732,5
2022-04-11,88,Naugatuck,7567,6328,1239,24325,135,118,17,26747,85981,142205,9632,132280,293
2022-04-11,89,New Britain,19114,17694,1420,26366,270,223,47,62648,86417,300054,23728,275858,468
2022-04-11,90,New Canaan,3149,2772,377,15564,43,38,5,21245,105002,82282,3767,78455,60
2022-04-11,91,New Fairfield,2333,1908,425,16811,8,5,3,11402,82159,39262,2714,36507,41
2022-04-11,92,New Hartford,966,906,60,14513,6,5,1,5123,76968,19528,1164,18349,15
2022-04-11,93,New Haven,32706,30353,2353,25110,281,251,30,125638,96459,861351,40346,819939,1066
2022-04-11,94,Newington,6014,5611,403,20037,136,115,21,25770,85860,122064,7409,114507,148
2022-04-11,95,New London,7377,6960,417,27467,51,45,6,30298,112808,325383,8988,316126,269
2022-04-11,96,New Milford,4872,3246,1626,18176,61,44,17,23550,87857,100148,5731,94294,123
2022-04-11,97,Newtown,4545,3677,868,16296,78,66,12,24074,86315,109350,5454,103813,83
2022-04-11,98,Norfolk,127,122,5,7791,1,1,0,787,48282,3341,148,3192,1
2022-04-11,99,North Branford,2834,2419,415,20034,29,15,14,11499,81288,53401,3400,49949,52
2022-04-11,100,North Canaan,499,484,15,15349,19,18,1,3026,93079,16896,567,16318,11
2022-04-11,101,North Haven,5406,4386,1020,22827,64,60,4,21781,91969,105791,6582,99121,88
2022-04-11,102,North Stonington,888,813,75,17090,9,7,2,3886,74788,14621,1033,13580,8
2022-04-11,103,Norwalk,21601,19593,2008,24321,268,233,35,87452,98464,358871,27657,330825,389
2022-04-11,104,Norwich,9796,8801,995,25268,97,84,13,35983,92816,158491,12093,146267,131
2022-04-11,105,Old Lyme,1063,1011,52,14550,4,3,1,6966,95346,26142,1285,24838,19
2022-04-11,106,Old Saybrook,1833,1719,114,18219,66,53,13,9863,98032,44350,2226,42085,39
2022-04-11,107,Orange,2648,2355,293,19015,23,20,3,12520,89904,51883,3157,48677,49
2022-04-11,108,Oxford,2243,1976,267,16922,31,30,1,10520,79366,42402,2741,39614,47
2022-04-11,109,Plainfield,3631,3374,257,24007,51,44,7,12415,82083,53694,4375,49294,25
2022-04-11,110,Plainville,3520,3008,512,20075,58,55,3,14194,80951,69306,4367,64848,91
2022-04-11,111,Plymouth,2201,1876,325,18977,19,16,3,9226,79548,42970,2701,40215,54
2022-04-11,112,Pomfret,727,642,85,17297,7,6,1,4384,104306,20432,880,19543,9
2022-04-11,113,Portland,1405,1271,134,15161,29,22,7,7857,84785,37795,1709,36057,29
2022-04-11,114,Preston,991,904,87,21427,9,9,0,4030,87135,17160,1158,15980,22
2022-04-11,115,Prospect,1892,1629,263,19501,10,10,0,7719,79561,34924,2347,32528,49
2022-04-11,116,Putnam,2075,1983,92,22100,35,32,3,7986,85057,30232,2481,27733,18
2022-04-11,117,Redding,1206,1056,150,13229,22,18,4,7833,85926,30886,1515,29341,30
2022-04-11,118,Ridgefield,3788,3349,439,15177,68,51,17,23426,93858,95048,4657,90307,84
2022-04-11,119,Rocky Hill,3718,3332,386,18484,147,124,23,16692,82983,84641,4769,79761,111
2022-04-11,120,Roxbury,284,198,86,13197,2,0,2,1898,88197,6576,328,6245,3
2022-04-11,121,Salem,758,706,52,18565,5,5,0,3493,85550,14183,928,13239,16
2022-04-11,122,Salisbury,485,428,57,13472,2,1,1,5067,140750,21825,580,21237,8
2022-04-11,123,Scotland,115,112,3,6878,2,2,0,477,28529,1942,140,1802,0
2022-04-11,124,Seymour,3667,3208,459,22309,81,67,14,13879,84438,66195,4428,61632,135
2022-04-11,125,Sharon,265,255,10,9855,4,3,1,2195,81629,9001,328,8672,1
2022-04-11,126,Shelton,8841,7635,1206,21496,208,167,41,36156,87909,162874,10853,151771,250
2022-04-11,127,Sherman,486,328,158,13388,3,0,3,3045,83884,10017,543,9457,17
2022-04-11,128,Simsbury,3032,2799,233,11939,34,29,5,21324,83969,87929,3527,84326,76
2022-04-11,129,Somers,1914,1763,151,17749,21,20,1,8097,75083,54564,2214,52275,75
2022-04-11,130,Southbury,3165,2563,602,16172,85,72,13,16743,85550,83674,3990,79598,86
2022-04-11,131,Southington,8245,7044,1201,18810,132,114,18,35536,81069,173768,10121,163455,192
2022-04-11,132,South Windsor,3856,3516,340,14739,65,43,22,20651,78935,75430,4506,70842,82
2022-04-11,133,Sprague,706,643,63,24694,6,5,1,2660,93040,12590,845,11739,6
2022-04-11,134,Stafford,1494,1367,127,12562,33,25,8,7217,60683,31425,1814,29581,30
2022-04-11,135,Stamford,28226,26103,2123,21773,380,334,46,126057,97238,456696,36125,420101,470
2022-04-11,136,Sterling,704,656,48,18614,3,3,0,2665,70465,9955,836,9108,11
2022-04-11,137,Stonington,3021,2746,275,16278,55,38,17,16180,87181,69734,3716,65963,55
2022-04-11,138,Stratford,12692,10724,1968,24479,198,163,35,47357,91336,214415,15794,198350,271
2022-04-11,139,Suffield,3218,2755,463,20349,53,40,13,14160,89541,106213,3907,102235,71
2022-04-11,140,Thomaston,1731,1456,275,22973,18,18,0,6212,82442,29796,2164,27607,25
2022-04-11,141,Thompson,1687,1585,102,17987,13,8,5,6447,68739,23798,1976,21796,26
2022-04-11,142,Tolland,2010,1810,200,13750,24,12,12,11351,77651,43222,2353,40826,43
2022-04-11,143,Torrington,7195,6940,255,21134,177,157,20,28669,84212,147487,8824,138419,244
2022-04-11,144,Trumbull,7986,6920,1066,22387,174,121,53,34794,97536,157484,9892,147395,197
2022-04-11,145,Union,192,178,14,22884,2,2,0,1040,123957,4040,223,3814,3
2022-04-11,146,Vernon,4489,4067,422,15290,76,50,26,21686,73865,86752,5219,81411,122
2022-04-11,147,Voluntown,470,436,34,18725,6,6,0,2067,82351,7866,557,7302,7
2022-04-11,148,Wallingford,9515,8478,1037,21466,212,182,30,39316,88697,222927,11701,210969,257
2022-04-11,149,Warren,140,103,37,10036,0,0,0,1001,71756,3670,159,3507,4
2022-04-11,150,Washington,474,387,87,13827,2,2,0,3905,113915,17339,542,16781,16
2022-04-11,151,Waterbury,31947,28029,3918,29699,497,437,60,104196,96865,514179,41059,472267,853
2022-04-11,152,Waterford,3868,3639,229,20634,75,56,19,17700,94420,82204,4645,77473,86
2022-04-11,153,Watertown,4804,4072,732,22263,76,69,7,18955,87844,90577,6088,84353,136
2022-04-11,154,Westbrook,1154,1074,80,16800,10,6,4,6036,87873,22429,1413,20991,25
2022-04-11,155,West Hartford,10000,8910,1090,15882,270,204,66,57347,91078,274477,12234,261987,256
2022-04-11,156,West Haven,12706,11016,1690,23263,160,147,13,48450,88704,230352,15746,214353,253
2022-04-11,157,Weston,1387,1251,136,13529,5,3,2,10065,98176,37184,1678,35479,27
2022-04-11,158,Westport,4201,3817,384,14745,36,26,10,29756,104440,132439,5104,127240,95
2022-04-11,159,Wethersfield,5190,4841,349,19955,54,45,9,22214,85412,101317,6375,94843,99
2022-04-11,160,Willington,710,637,73,12108,4,4,0,4010,68383,15339,808,14519,12
2022-04-11,161,Wilton,2679,2432,247,14605,55,29,26,18364,100114,67874,3215,64634,25
2022-04-11,162,Winchester,1649,1588,61,15551,16,16,0,8099,76377,31961,1924,30014,23
2022-04-11,163,Windham,6498,6116,382,26457,69,47,22,21994,89548,112869,8326,104403,140
2022-04-11,164,Windsor,6181,5760,421,21512,158,121,37,26430,91985,142656,7761,134753,142
2022-04-11,165,Windsor Locks,2338,2198,140,18189,42,38,4,10150,78964,41408,2881,38482,45
2022-04-11,166,Wolcott,3829,3325,504,23084,64,53,11,14037,84627,67750,4821,62841,88
2022-04-11,167,Woodbridge,1412,1259,153,16137,48,42,6,8441,96469,45622,1755,43806,61
2022-04-11,168,Woodbury,1467,1207,260,15439,11,9,2,7729,81341,32490,1795,30668,27
2022-04-11,169,Woodstock,1344,1303,41,17104,8,8,0,6582,83762,22317,1550,20741,26
2022-04-12,1,Andover,426,360,66,13164,6,4,2,2361,72960,8655,488,8159,8
2022-04-12,2,Ansonia,4513,3863,650,24193,48,38,10,15870,85076,72504,5524,66827,153
2022-04-12,3,Ashford,654,589,65,15370,5,4,1,3295,77438,12183,786,11384,13
2022-04-12,4,Avon,2496,2315,181,13657,78,63,15,16533,90463,69203,2921,66208,74
2022-04-12,5,Barkhamsted,456,432,24,12646,8,7,1,2619,72629,10254,534,9706,14
2022-04-12,6,Beacon Falls,1170,1047,123,18804,11,11,0,4786,76921,21832,1417,20371,44
2022-04-12,7,Berlin,3493,3234,259,17092,50,43,7,15998,78283,70427,4239,66115,73
2022-04-12,8,Bethany,876,793,83,15789,4,3,1,4547,81957,21619,1076,20517,26
2022-04-12,9,Bethel,3704,3034,670,18707,70,56,14,17684,89313,71145,4479,66594,72
2022-04-12,10,Bethlehem,574,491,83,16872,2,2,0,2715,79806,11224,689,10514,21
2022-04-12,11,Bloomfield,4374,4023,351,20621,133,113,20,19697,92862,126399,5442,120770,187
2022-04-12,12,Bolton,641,555,86,13124,5,4,1,3829,78399,13956,763,13182,11
2022-04-12,13,Bozrah,552,511,41,20249,7,7,0,2173,79714,9489,658,8823,8
2022-04-12,14,Branford,5222,4675,547,18717,82,73,9,24935,89373,117292,6255,110907,130
2022-04-12,15,Bridgeport,40663,36581,4082,28160,440,361,79,136957,94846,653750,52139,600579,1032
2022-04-12,16,Bridgewater,186,120,66,11376,1,0,1,1401,85688,5055,225,4824,6
2022-04-12,17,Bristol,13222,11444,1778,22056,202,165,37,51202,85412,259244,16288,242630,326
2022-04-12,18,Brookfield,3408,2676,732,20079,25,18,7,15477,91186,59545,4064,55425,56
2022-04-12,19,Brooklyn,1978,1887,91,23912,18,18,0,7425,89761,42235,2396,39812,27
2022-04-12,20,Burlington,1531,1300,231,15777,8,6,2,7711,79462,31806,1836,29939,31
2022-04-12,21,Canaan,27,27,0,2564,0,0,0,359,34093,1231,33,1198,0
2022-04-12,22,Canterbury,1049,972,77,20654,4,4,0,4021,79169,16126,1245,14865,16
2022-04-12,23,Canton,1223,1120,103,11927,37,31,6,7984,77862,32712,1414,31277,21
2022-04-12,24,Chaplin,408,383,25,18222,2,2,0,1756,78428,7196,480,6714,2
2022-04-12,25,Cheshire,5514,4887,627,19055,78,64,14,25706,88834,153225,6596,146497,132
2022-04-12,26,Chester,520,481,39,12343,19,16,3,3416,81082,16347,653,15670,24
2022-04-12,27,Clinton,2267,2107,160,17540,13,8,5,11496,88944,45951,2724,43176,51
2022-04-12,28,Colchester,2756,2466,290,17433,38,27,11,13576,85875,60063,3316,56684,63
2022-04-12,29,Colebrook,129,125,4,9214,1,1,0,843,60214,3478,147,3327,4
2022-04-12,30,Columbia,860,757,103,15988,12,9,3,4374,81316,16887,1011,15865,11
2022-04-12,31,Cornwall,170,162,8,12482,2,0,2,1373,100808,4587,195,4390,2
2022-04-12,32,Coventry,1830,1585,245,14750,11,10,1,9692,78117,36101,2142,33920,39
2022-04-12,33,Cromwell,2585,2314,271,18679,65,41,24,12316,88995,63302,3146,60078,78
2022-04-12,34,Danbury,19977,17863,2114,23587,215,179,36,78928,93192,309057,24496,284116,445
2022-04-12,35,Darien,3282,2864,418,15105,13,12,1,21923,100897,85794,3978,81742,74
2022-04-12,36,Deep River,659,614,45,14832,1,1,0,3735,84065,14636,794,13823,19
2022-04-12,37,Derby,2902,2460,442,23519,29,23,6,10697,86693,47282,3547,43643,92
2022-04-12,38,Durham,1259,1132,127,17572,8,7,1,6027,84117,28039,1522,26492,25
2022-04-12,39,Eastford,251,241,10,14022,3,2,1,1192,66592,4250,298,3951,1
2022-04-12,40,East Granby,738,659,79,14358,4,2,2,4233,82354,16840,902,15932,6
2022-04-12,41,East Haddam,1160,1014,146,12893,23,10,13,6616,73536,28831,1361,27447,23
2022-04-12,42,East Hampton,2000,1728,272,15625,24,17,7,10357,80914,43161,2392,40732,37
2022-04-12,43,East Hartford,12608,11542,1066,25281,198,155,43,43625,87474,215316,15835,199175,306
2022-04-12,44,East Haven,7139,6162,977,24989,106,86,20,25418,88971,119868,8709,111043,116
2022-04-12,45,East Lyme,3182,2940,242,17235,60,47,13,17424,94378,87316,3794,83480,42
2022-04-12,46,Easton,1188,1020,168,15796,5,4,1,6947,92368,24941,1454,23461,26
2022-04-12,47,East Windsor,1974,1790,184,16918,59,46,13,9047,77537,44403,2434,41910,59
2022-04-12,48,Ellington,2154,1953,201,13081,31,19,12,11896,72241,40402,2492,37866,44
2022-04-12,49,Enfield,8129,7368,761,18619,83,73,10,33852,77537,169468,9921,159299,248
2022-04-12,50,Essex,891,825,66,13362,13,12,1,5712,85663,24715,1104,23590,21
2022-04-12,51,Fairfield,13058,11635,1423,21046,242,184,58,64423,103833,357129,15623,341131,375
2022-04-12,52,Farmington,3893,3447,446,15268,68,55,13,22727,89136,108390,4619,103630,141
2022-04-12,53,Franklin,409,387,22,21302,2,2,0,1468,76458,6556,495,6053,8
2022-04-12,54,Glastonbury,5109,4548,561,14816,118,97,21,29179,84621,117951,6235,111602,114
2022-04-12,55,Goshen,392,370,22,13692,2,2,0,2430,84876,9227,484,8735,8
2022-04-12,56,Granby,1323,1181,142,11497,33,28,5,8731,75876,33875,1570,32266,39
2022-04-12,57,Greenwich,12225,11365,860,19454,121,97,24,64671,102914,278187,14892,263099,196
2022-04-12,58,Griswold,2705,2469,236,23452,32,23,9,10004,86735,42848,3238,39581,29
2022-04-12,59,Groton,7115,6373,742,18511,120,76,44,32492,84535,141462,8541,132797,124
2022-04-12,60,Guilford,3583,3255,328,16188,44,35,9,20068,90670,91620,4235,87317,68
2022-04-12,61,Haddam,1212,1122,90,14793,11,6,5,6683,81570,28151,1452,26682,17
2022-04-12,62,Hamden,12810,11104,1706,21154,226,193,33,57718,95313,393269,15708,377180,381
2022-04-12,63,Hampton,431,406,25,23398,1,1,0,1850,100434,7452,509,6941,2
2022-04-12,64,Hartford,31913,29952,1961,26136,413,364,49,112202,91890,650154,39917,609377,860
2022-04-12,65,Hartland,222,203,19,10472,5,4,1,1296,61132,4767,265,4496,6
2022-04-12,66,Harwinton,915,851,64,16882,8,6,2,4292,79188,17825,1102,16700,23
2022-04-12,67,Hebron,1321,1156,165,13899,15,11,4,7315,76968,28252,1575,26654,23
2022-04-12,68,Kent,470,424,46,16925,2,2,0,3838,138207,22967,570,22395,2
2022-04-12,69,Killingly,4206,4002,204,24262,80,57,23,14964,86317,63698,5061,58586,51
2022-04-12,70,Killingworth,901,817,84,14158,11,6,5,5260,82652,22089,1052,21014,23
2022-04-12,71,Lebanon,1286,1175,111,18001,7,6,1,5890,82447,24819,1547,23259,13
2022-04-12,72,Ledyard,2964,2686,278,20272,13,12,1,13418,91772,54227,3494,50679,54
2022-04-12,73,Lisbon,803,740,63,19028,12,12,0,3077,72915,13541,970,12548,23
2022-04-12,74,Litchfield,1135,1028,107,14023,13,11,2,6741,83284,28612,1334,27249,29
2022-04-12,75,Lyme,264,244,20,11399,1,0,1,1896,81865,7197,315,6878,4
2022-04-12,76,Madison,2878,2656,222,15962,44,35,9,17263,95746,78298,3441,74805,52
2022-04-12,77,Manchester,10384,9078,1306,18033,188,138,50,47090,81776,208786,12681,195850,255
2022-04-12,78,Mansfield,2634,2385,249,10335,31,26,5,17100,67093,94848,3001,91747,100
2022-04-12,79,Marlborough,997,865,132,15738,31,22,9,5146,81231,24428,1228,23186,14
2022-04-12,80,Meriden,16084,14645,1439,27080,217,192,25,54843,92336,300508,20012,280083,413
2022-04-12,81,Middlebury,1452,1209,243,18620,23,18,5,7041,90292,33738,1797,31875,66
2022-04-12,82,Middlefield,591,523,68,13512,5,3,2,3565,81504,15856,751,15092,13
2022-04-12,83,Middletown,9808,8914,894,21203,181,133,48,42703,92315,450586,12273,437839,474
2022-04-12,84,Milford,10757,9622,1135,19649,180,157,23,45246,82646,203827,13252,190382,193
2022-04-12,85,Monroe,3781,3149,632,19456,24,16,8,16928,87105,67250,4566,62624,60
2022-04-12,86,Montville,4182,3869,313,22596,48,43,5,16538,89356,93142,4961,88087,94
2022-04-12,87,Morris,289,267,22,12822,3,3,0,1775,78749,7068,334,6729,5
2022-04-12,88,Naugatuck,7582,6335,1247,24373,135,118,17,26755,86007,142336,9650,132393,293
2022-04-12,89,New Britain,19124,17704,1420,26380,270,223,47,62673,86451,300184,23742,275973,469
2022-04-12,90,New Canaan,3156,2779,377,15598,43,38,5,21263,105091,82378,3774,78544,60
2022-04-12,91,New Fairfield,2337,1912,425,16840,8,5,3,11404,82173,39298,2719,36538,41
2022-04-12,92,New Hartford,966,906,60,14513,6,5,1,5126,77013,19545,1164,18366,15
2022-04-12,93,New Haven,32742,30385,2357,25138,281,251,30,125659,96475,862428,40396,820961,1071
2022-04-12,94,Newington,6021,5616,405,20061,136,115,21,25774,85873,122076,7422,114506,148
2022-04-12,95,New London,7382,6964,418,27485,51,45,6,30306,112838,325490,8992,316229,269
2022-04-12,96,New Milford,4876,3248,1628,18191,61,44,17,23559,87890,100229,5736,94370,123
