last_update_date,town_number,town,total_cases,confirmed_cases,probable_cases,case_rate,total_deaths,confirmed_deaths,probable_deaths,people_tested,rate_tested_per_100k,number_of_tests,number_of_positives,number_of_negatives,number_of_indeterminates
2022-06-06,37,Derby,3096,2630,466,25091,30,24,6,10934,88613,49576,3781,45702,93
2022-06-06,38,Durham,1433,1298,135,20000,9,8,1,6156,85918,29532,1727,27777,28
2022-06-06,39,Eastford,274,262,12,15307,3,2,1,1213,67765,4405,325,4079,1
2022-06-06,40,East Granby,865,765,100,16829,4,2,2,4341,84455,17890,1060,16821,9
2022-06-06,41,East Haddam,1322,1148,174,14694,23,10,13,6763,75170,30222,1553,28642,27
2022-06-06,42,East Hampton,2303,1991,312,17992,25,18,7,10556,82469,45084,2755,42285,44
2022-06-06,43,East Hartford,13624,12397,1227,27318,198,155,43,44730,89690,225637,17195,208113,329
2022-06-06,44,East Haven,7570,6585,985,26497,107,87,20,25795,90290,125594,9293,116179,122
2022-06-06,45,East Lyme,3649,3378,271,19765,60,47,13,17924,97086,92550,4362,88133,55
2022-06-06,46,Easton,1387,1212,175,18442,5,4,1,7079,94123,26353,1691,24634,28
2022-06-06,47,East Windsor,2185,1975,210,18726,60,46,14,9222,79037,46390,2690,43636,64
2022-06-06,48,Ellington,2351,2135,216,14277,32,20,12,12152,73796,42298,2737,39512,49
2022-06-06,49,Enfield,9020,8172,848,20660,87,77,10,34686,79448,183570,11027,172269,274
2022-06-06,50,Essex,1047,964,83,15702,13,12,1,5854,87792,26554,1296,25235,23
2022-06-06,51,Fairfield,14904,13388,1516,24021,244,185,59,65454,105494,371772,17850,353526,396
2022-06-06,52,Farmington,4493,3975,518,17622,67,54,13,23337,91528,113327,5332,107851,144
2022-06-06,53,Franklin,430,405,25,22396,2,2,0,1483,77240,6811,524,6278,9
2022-06-06,54,Glastonbury,6032,5373,659,17493,118,97,21,30068,87199,125445,7350,117958,137
2022-06-06,55,Goshen,444,412,32,15508,2,2,0,2475,86448,9586,540,9037,9
2022-06-06,56,Granby,1523,1325,198,13235,33,28,5,8921,77527,35642,1806,33795,41
2022-06-06,57,Greenwich,14126,13155,971,22479,123,99,24,66161,105285,297431,17221,279986,224
2022-06-06,58,Griswold,2897,2644,253,25117,32,23,9,10174,88209,44628,3502,41093,33
2022-06-06,59,Groton,7815,6994,821,20333,123,79,44,33196,86367,147364,9411,137815,138
2022-06-06,60,Guilford,4251,3881,370,19207,44,35,9,20463,92455,99245,5037,94116,92
2022-06-06,61,Haddam,1398,1304,94,17063,11,6,5,6836,83437,29662,1687,27954,21
2022-06-06,62,Hamden,13963,12141,1822,23058,234,199,35,58565,96712,409013,17151,391446,416
2022-06-06,63,Hampton,463,438,25,25136,1,1,0,1880,102063,7767,548,7216,3
2022-06-06,64,Hartford,33522,31285,2237,27453,417,368,49,114439,93722,672847,42064,629858,925
2022-06-06,65,Hartland,243,220,23,11462,5,4,1,1326,62547,4957,294,4657,6
2022-06-06,66,Harwinton,1003,921,82,18506,9,6,3,4360,80443,18549,1204,17321,24
2022-06-06,67,Hebron,1538,1350,188,16183,15,11,4,7497,78883,29945,1842,28078,25
2022-06-06,68,Kent,525,475,50,18905,2,2,0,3866,139215,23765,632,23131,2
2022-06-06,69,Killingly,4501,4276,225,25963,80,57,23,15275,88111,67144,5446,61640,58
2022-06-06,70,Killingworth,1062,969,93,16688,11,6,5,5371,84397,23481,1242,22214,25
2022-06-06,71,Lebanon,1399,1285,114,19583,7,6,1,5993,83889,25933,1697,24221,15
2022-06-06,72,Ledyard,3295,2996,299,22536,13,12,1,13651,93366,56882,3890,52930,62
2022-06-06,73,Lisbon,886,812,74,20995,13,13,0,3118,73886,14150,1082,13043,25
2022-06-06,74,Litchfield,1268,1149,119,15666,13,11,2,6871,84890,29743,1496,28215,32
2022-06-06,75,Lyme,316,292,24,13644,1,0,1,1952,84283,7696,374,7318,4
2022-06-06,76,Madison,3323,3073,250,18430,46,36,10,17536,97260,82773,3962,78737,74
2022-06-06,77,Manchester,11668,10215,1453,20263,191,139,52,48579,84362,220345,14301,205777,267
2022-06-06,78,Mansfield,2932,2652,280,11504,31,26,5,17314,67933,97515,3365,94045,105
2022-06-06,79,Marlborough,1126,973,153,17774,31,22,9,5274,83252,25827,1391,24412,24
2022-06-06,80,Meriden,17173,15623,1550,28913,219,194,25,55892,94102,313427,21528,291464,435
2022-06-06,81,Middlebury,1610,1343,267,20646,23,18,5,7203,92370,35317,2012,33236,69
2022-06-06,82,Middlefield,697,624,73,15935,5,3,2,3649,83425,16912,898,16001,13
2022-06-06,83,Middletown,10863,9908,955,23484,183,136,47,43638,94336,461778,13640,447645,493
2022-06-06,84,Milford,12076,10904,1172,22058,182,159,23,46440,84827,218565,14896,203457,212
2022-06-06,85,Monroe,4098,3456,642,21087,24,16,8,17227,88644,70285,4945,65275,65
2022-06-06,86,Montville,4512,4155,357,24379,49,44,5,16893,91274,98233,5389,92740,104
2022-06-06,87,Morris,330,305,25,14641,3,3,0,1817,80612,7358,383,6969,6
2022-06-06,88,Naugatuck,8220,6845,1375,26424,138,121,17,27366,87971,150085,10483,139298,304
2022-06-06,89,New Britain,20274,18678,1596,27966,273,225,48,63973,88245,313302,25217,287597,488
2022-06-06,90,New Canaan,3569,3164,405,17639,44,38,6,21610,106806,85861,4253,81544,64
2022-06-06,91,New Fairfield,2570,2144,426,18519,9,6,3,11692,84248,41499,3019,38436,44
2022-06-06,92,New Hartford,1099,1029,70,16511,6,5,1,5233,78621,20539,1323,19198,18
2022-06-06,93,New Haven,35444,32834,2610,27212,287,255,32,128061,98319,920348,44116,874979,1253
2022-06-06,94,Newington,6653,6169,484,22166,137,116,21,26349,87789,127970,8243,119560,167
2022-06-06,95,New London,7918,7410,508,29481,50,44,6,30736,114439,337079,9692,327089,298
2022-06-06,96,New Milford,5209,3522,1687,19433,62,45,17,23960,89386,103854,6152,97563,139
2022-06-06,97,Newtown,5073,4190,883,18189,80,68,12,24548,88014,115265,6082,109091,92
2022-06-06,98,Norfolk,139,131,8,8528,1,1,0,794,48712,3453,162,3288,3
2022-06-06,99,North Branford,3159,2721,438,22331,29,15,14,11721,82857,56258,3799,52403,56
2022-06-06,100,North Canaan,548,529,19,16856,19,18,1,3088,94986,17954,623,17315,16
2022-06-06,101,North Haven,5949,4862,1087,25119,64,60,4,22203,93751,111689,7238,104352,99
2022-06-06,102,North Stonington,993,911,82,19111,9,7,2,3985,76694,15449,1166,14272,11
2022-06-06,103,Norwalk,23156,21036,2120,26072,271,236,35,89325,100573,377876,29657,347806,413
2022-06-06,104,Norwich,10541,9437,1104,27190,99,84,15,36530,94227,165414,13092,152174,148
2022-06-06,105,Old Lyme,1303,1235,68,17835,4,3,1,7176,98221,28033,1578,26431,24
2022-06-06,106,Old Saybrook,2126,1983,143,21131,66,53,13,10147,100855,47171,2604,44525,42
2022-06-06,107,Orange,2971,2673,298,21334,24,21,3,12818,92044,54885,3534,51301,50
2022-06-06,108,Oxford,2482,2200,282,18725,33,32,1,10742,81041,44616,3029,41537,50
2022-06-06,109,Plainfield,3862,3579,283,25534,54,46,8,12637,83550,55954,4682,51246,26
2022-06-06,110,Plainville,3888,3326,562,22174,60,57,3,14488,82628,72604,4830,67681,93
2022-06-06,111,Plymouth,2391,2040,351,20616,19,16,3,9433,81333,44748,2938,41754,56
2022-06-06,112,Pomfret,809,718,91,19248,7,6,1,4425,105282,21678,975,20693,10
2022-06-06,113,Portland,1646,1496,150,17762,30,22,8,8025,86598,39695,2007,37652,36
2022-06-06,114,Preston,1081,984,97,23373,9,9,0,4095,88541,18194,1267,16902,25
2022-06-06,115,Prospect,2088,1800,288,21521,10,10,0,7877,81189,36499,2587,33861,51
2022-06-06,116,Putnam,2214,2116,98,23581,35,32,3,8124,86527,31804,2670,29107,27
2022-06-06,117,Redding,1395,1235,160,15303,22,18,4,7973,87462,32264,1730,30500,34
2022-06-06,118,Ridgefield,4327,3879,448,17336,70,52,18,23821,95441,98849,5289,93466,94
2022-06-06,119,Rocky Hill,4242,3783,459,21089,149,125,24,17181,85414,88900,5422,83351,127
2022-06-06,120,Roxbury,316,224,92,14684,2,0,2,1944,90335,6820,365,6452,3
2022-06-06,121,Salem,821,769,52,20108,5,5,0,3532,86505,14764,1011,13737,16
2022-06-06,122,Salisbury,543,484,59,15083,2,1,1,5136,142667,22660,645,22003,12
2022-06-06,123,Scotland,122,118,4,7297,2,2,0,481,28768,2007,149,1858,0
2022-06-06,124,Seymour,3967,3502,465,24135,82,67,15,14187,86311,69407,4818,64451,138
2022-06-06,125,Sharon,289,279,10,10747,4,3,1,2239,83265,9422,356,9064,2
2022-06-06,126,Shelton,9747,8483,1264,23699,212,169,43,37023,90017,171838,11985,159585,268
2022-06-06,127,Sherman,519,357,162,14298,3,0,3,3105,85537,10449,580,9850,19
2022-06-06,128,Simsbury,3590,3282,308,14137,34,29,5,21907,86265,93167,4204,88877,86
2022-06-06,129,Somers,2071,1910,161,19204,23,20,3,8301,76975,59080,2412,56591,77
2022-06-06,130,Southbury,3538,2863,675,18078,85,72,13,17103,87390,87359,4456,82807,96
2022-06-06,131,Southington,9131,7816,1315,20831,135,115,20,36290,82790,181165,11236,169717,212
2022-06-06,132,South Windsor,4550,4115,435,17392,66,43,23,21289,81374,80042,5332,74603,107
2022-06-06,133,Sprague,761,694,67,26618,6,5,1,2693,94194,13584,917,12656,11
2022-06-06,134,Stafford,1689,1529,160,14202,34,26,8,7430,62474,33506,2061,31411,34
2022-06-06,135,Stamford,30706,28345,2361,23686,384,336,48,130259,100479,489767,39259,450017,491
2022-06-06,136,Sterling,762,708,54,20148,3,3,0,2752,72766,10414,904,9499,11
2022-06-06,137,Stonington,3490,3160,330,18805,59,40,19,16545,89148,74073,4305,69707,61
2022-06-06,138,Stratford,13793,11793,2000,26602,201,166,35,48369,93288,225486,17208,207986,292
2022-06-06,139,Suffield,3596,3074,522,22739,51,39,12,14510,91754,115485,4400,111008,77
2022-06-06,140,Thomaston,1844,1553,291,24472,18,18,0,6329,83995,31037,2311,28699,27
2022-06-06,141,Thompson,1810,1706,104,19298,13,8,5,6573,70082,26128,2150,23937,41
2022-06-06,142,Tolland,2262,2035,227,15474,25,12,13,11606,79395,45391,2652,42692,47
2022-06-06,143,Torrington,7866,7486,380,23105,182,162,20,29315,86109,154199,9679,144265,255
2022-06-06,144,Trumbull,8785,7680,1105,24626,176,122,54,35458,99397,164917,10890,153806,221
2022-06-06,145,Union,216,201,15,25745,2,2,0,1077,128367,4316,250,4062,4
2022-06-06,146,Vernon,4981,4483,498,16966,78,52,26,22259,75817,90979,5809,85040,130
2022-06-06,147,Voluntown,515,480,35,20518,6,6,0,2116,84303,8328,611,7710,7
2022-06-06,148,Wallingford,10563,9423,1140,23830,215,186,29,40114,90498,232110,13004,218836,270
2022-06-06,149,Warren,154,113,41,11039,0,0,0,1025,73477,3810,176,3629,5
2022-06-06,150,Washington,532,439,93,15519,2,2,0,3984,116219,17800,607,17177,16
2022-06-06,151,Waterbury,33511,29316,4195,31153,502,441,61,106299,98820,539631,43171,495560,900
2022-06-06,152,Waterford,4411,4129,282,23530,75,56,19,18061,96346,86456,5303,81064,89
2022-06-06,153,Watertown,5176,4415,761,23987,77,70,7,19357,89707,94875,6589,88138,148
2022-06-06,154,Westbrook,1303,1221,82,18969,10,6,4,6176,89911,23967,1604,22336,27
2022-06-06,155,West Hartford,11500,10214,1286,18264,273,206,67,58607,93079,290652,14056,276300,296
2022-06-06,156,West Haven,13565,11837,1728,24835,163,149,14,49330,90315,240887,16889,223731,267
2022-06-06,157,Weston,1661,1510,151,16202,5,3,2,10302,100488,40440,2016,38391,33
2022-06-06,158,Westport,5090,4653,437,17865,37,27,10,30441,106844,142628,6211,136309,108
2022-06-06,159,Wethersfield,5860,5443,417,22532,55,46,9,22828,87773,107013,7218,99677,118
2022-06-06,160,Willington,798,716,82,13608,4,4,0,4112,70123,16260,916,15331,13
2022-06-06,161,Wilton,3167,2903,264,17265,55,29,26,18751,102224,71850,3796,68025,29
2022-06-06,162,Winchester,1816,1744,72,17126,16,16,0,8270,77989,33661,2140,31496,25
2022-06-06,163,Windham,6917,6505,412,28163,71,48,23,22310,90835,116700,8900,107654,146
2022-06-06,164,Windsor,6939,6376,563,24150,163,125,38,27080,94247,151032,8750,142121,161
2022-06-06,165,Windsor Locks,2654,2479,175,20647,44,40,4,10456,81344,44168,3274,40842,52
2022-06-06,166,Wolcott,4054,3529,525,24441,64,54,10,14288,86140,70770,5112,65557,101
2022-06-06,167,Woodbridge,1674,1497,177,19131,48,42,6,8623,98549,49596,2082,47444,70
2022-06-06,168,Woodbury,1618,1345,273,17028,12,10,2,7883,82961,33938,1987,31923,28
2022-06-06,169,Woodstock,1433,1384,49,18236,7,7,0,6714,85442,23470,1673,21768,29
2022-06-07,1,Andover,503,431,72,15544,6,4,2,2425,74938,9273,577,8688,8
2022-06-07,2,Ansonia,4857,4173,684,26037,48,38,10,16244,87081,76214,5980,70077,157
2022-06-07,3,Ashford,732,661,71,17203,5,4,1,3386,79577,13030,882,12135,13
2022-06-07,4,Avon,2966,2726,240,16229,80,64,16,17001,93024,73753,3478,70194,81
2022-06-07,5,Barkhamsted,517,485,32,14337,8,7,1,2683,74404,10912,609,10289,14
2022-06-07,6,Beacon Falls,1288,1146,142,20701,11,11,0,4880,78431,22971,1561,21366,44
2022-06-07,7,Berlin,4043,3717,326,19784,51,44,7,16461,80549,74596,4891,69622,83
2022-06-07,8,Bethany,981,892,89,17682,4,3,1,4639,83616,23063,1199,21835,29
2022-06-07,9,Bethel,4049,3310,739,20449,71,56,15,18051,91167,73961,4881,68998,82
2022-06-07,10,Bethlehem,610,520,90,17931,2,2,0,2762,81188,11746,740,10985,21
2022-06-07,11,Bloomfield,4882,4461,421,23016,135,115,20,20146,94979,132554,6098,126258,198
2022-06-07,12,Bolton,740,648,92,15152,5,4,1,3939,80651,14857,876,13970,11
2022-06-07,13,Bozrah,598,551,47,21937,7,7,0,2216,81291,9918,721,9188,9
2022-06-07,14,Branford,5842,5260,582,20939,82,73,9,25410,91075,123366,7024,116202,140
2022-06-07,15,Bridgeport,42404,38212,4192,29366,450,369,81,139583,96665,680813,54546,625198,1069
2022-06-07,16,Bridgewater,199,133,66,12171,0,0,0,1420,86850,5238,239,4993,6
2022-06-07,17,Bristol,14314,12330,1984,23878,208,170,38,52288,87224,270854,17713,252796,345
2022-06-07,18,Brookfield,3687,2947,740,21723,27,20,7,15779,92965,62190,4394,57736,60
2022-06-07,19,Brooklyn,2106,1999,107,25459,18,18,0,7539,91139,44942,2566,42348,28
2022-06-07,20,Burlington,1729,1479,250,17817,8,6,2,7879,81193,33295,2073,31188,34
2022-06-07,21,Canaan,29,28,1,2754,0,0,0,357,33903,1278,36,1242,0
2022-06-07,22,Canterbury,1116,1037,79,21973,4,4,0,4067,80075,16853,1329,15508,16
2022-06-07,23,Canton,1436,1297,139,14004,38,31,7,8228,80242,34765,1662,33077,26
2022-06-07,24,Chaplin,440,410,30,19652,3,3,0,1787,79812,7447,521,6924,2
2022-06-07,25,Cheshire,6279,5567,712,21699,80,66,14,26286,90839,163956,7531,156281,144
2022-06-07,26,Chester,608,554,54,14432,19,16,3,3496,82981,17143,760,16358,25
2022-06-07,27,Clinton,2613,2434,179,20217,14,9,5,11791,91226,48713,3155,45502,56
2022-06-07,28,Colchester,3108,2786,322,19660,42,29,13,13830,87482,62728,3761,58896,71
2022-06-07,29,Colebrook,144,136,8,10286,1,1,0,854,61000,3637,165,3468,4
2022-06-07,30,Columbia,963,851,112,17903,12,9,3,4461,82934,17860,1140,16705,15
2022-06-07,31,Cornwall,185,177,8,13583,2,0,2,1402,102937,4978,211,4764,3
2022-06-07,32,Coventry,2084,1803,281,16797,11,10,1,9903,79818,38155,2448,35666,41
2022-06-07,33,Cromwell,2914,2606,308,21056,66,42,24,12567,90809,66037,3572,62376,89
2022-06-07,34,Danbury,20851,18691,2160,24619,218,181,37,80540,95095,320529,25594,294450,485
2022-06-07,35,Darien,3816,3361,455,17563,13,12,1,22552,103792,91073,4632,86363,78
2022-06-07,36,Deep River,745,698,47,16768,1,1,0,3823,86045,15530,902,14608,20
2022-06-07,37,Derby,3094,2627,467,25075,30,24,6,10933,88605,49609,3781,45735,93
2022-06-07,38,Durham,1437,1301,136,20056,9,8,1,6163,86015,29549,1732,27789,28
2022-06-07,39,Eastford,274,262,12,15307,4,3,1,1213,67765,4408,325,4082,1
2022-06-07,40,East Granby,865,765,100,16829,4,2,2,4342,84475,17891,1060,16822,9
2022-06-07,41,East Haddam,1324,1150,174,14716,23,10,13,6765,75192,30230,1552,28651,27
2022-06-07,42,East Hampton,2308,1995,313,18031,25,18,7,10558,82484,45097,2759,42294,44
2022-06-07,43,East Hartford,13636,12408,1228,27342,198,155,43,44747,89724,225789,17211,208249,329
2022-06-07,44,East Haven,7573,6588,985,26508,107,87,20,25795,90290,125654,9298,116234,122
2022-06-07,45,East Lyme,3650,3379,271,19770,61,48,13,17917,97048,92542,4363,88123,56
2022-06-07,46,Easton,1386,1211,175,18428,5,4,1,7078,94110,26361,1690,24643,28
2022-06-07,47,East Windsor,2189,1978,211,18761,61,46,15,9222,79037,46432,2693,43675,64
2022-06-07,48,Ellington,2354,2138,216,14295,33,21,12,12160,73845,42331,2740,39542,49
2022-06-07,49,Enfield,9030,8178,852,20683,88,78,10,34698,79475,183716,11038,172404,274
2022-06-07,50,Essex,1048,965,83,15717,13,12,1,5853,87777,26562,1297,25242,23
2022-06-07,51,Fairfield,14913,13395,1518,24036,244,185,59,65465,105512,371841,17862,353583,396
2022-06-07,52,Farmington,4500,3979,521,17649,67,54,13,23346,91564,113285,5342,107799,144
2022-06-07,53,Franklin,430,405,25,22396,2,2,0,1485,77344,6817,524,6284,9
2022-06-07,54,Glastonbury,6043,5377,666,17525,118,97,21,30076,87222,125549,7366,118046,137
2022-06-07,55,Goshen,443,411,32,15473,2,2,0,2472,86343,9585,539,9037,9
2022-06-07,56,Granby,1523,1325,198,13235,33,28,5,8919,77509,35656,1809,33806,41
2022-06-07,57,Greenwich,14133,13160,973,22490,123,99,24,66164,105290,297523,17228,280071,224
2022-06-07,58,Griswold,2898,2645,253,25126,32,23,9,10180,88261,44650,3503,41114,33
2022-06-07,59,Groton,7822,6999,823,20351,123,79,44,33207,86396,147424,9419,137868,137
2022-06-07,60,Guilford,4253,3882,371,19216,44,35,9,20464,92459,99249,5041,94116,92
2022-06-07,61,Haddam,1403,1309,94,17124,11,6,5,6835,83425,29681,1694,27966,21
2022-06-07,62,Hamden,13971,12145,1826,23071,234,199,35,58562,96707,409086,17158,391512,416
2022-06-07,63,Hampton,464,438,26,25190,1,1,0,1883,102226,7776,549,7224,3
2022-06-07,64,Hartford,33542,31303,2239,27470,417,368,49,114482,93757,673119,42099,630094,926
2022-06-07,65,Hartland,243,220,23,11462,5,4,1,1327,62594,4960,294,4660,6
2022-06-07,66,Harwinton,1003,921,82,18506,9,6,3,4358,80406,18547,1204,17319,24
2022-06-07,67,Hebron,1537,1349,188,16172,15,11,4,7499,78904,29950,1842,28082,26
2022-06-07,68,Kent,526,476,50,18941,2,2,0,3869,139323,23748,633,23113,2
2022-06-07,69,Killingly,4506,4280,226,25992,80,57,23,15279,88135,67157,5451,61648,58
2022-06-07,70,Killingworth,1064,971,93,16719,11,6,5,5371,84397,23492,1246,22220,26
2022-06-07,71,Lebanon,1401,1286,115,19611,7,6,1,5997,83945,25958,1699,24244,15
2022-06-07,72,Ledyard,3299,2999,300,22563,14,13,1,13653,93379,56927,3895,52970,62
2022-06-07,73,Lisbon,886,812,74,20995,13,13,0,3117,73863,14158,1082,13051,25
2022-06-07,74,Litchfield,1272,1151,121,15715,13,11,2,6872,84902,29765,1501,28232,32
2022-06-07,75,Lyme,316,292,24,13644,1,0,1,1953,84326,7702,374,7324,4
2022-06-07,76,Madison,3327,3076,251,18453,46,36,10,17542,97293,82794,3966,78753,75
2022-06-07,77,Manchester,11676,10218,1458,20276,191,139,52,48594,84388,220398,14312,205819,267
2022-06-07,78,Mansfield,2932,2652,280,11504,32,27,5,17313,67929,97526,3365,94056,105
2022-06-07,79,Marlborough,1126,973,153,17774,31,22,9,5274,83252,25844,1391,24429,24
2022-06-07,80,Meriden,17190,15634,1556,28942,220,195,25,55920,94149,313555,21555,291565,435
2022-06-07,81,Middlebury,1613,1346,267,20685,23,18,5,7202,92357,35334,2014,33251,69
2022-06-07,82,Middlefield,697,624,73,15935,5,3,2,3651,83471,16918,898,16007,13
2022-06-07,83,Middletown,10871,9916,955,23501,183,136,47,43646,94353,461891,13648,447750,493
2022-06-07,84,Milford,12076,10904,1172,22058,182,159,23,46445,84836,218565,14899,203454,212
2022-06-07,85,Monroe,4102,3460,642,21107,25,17,8,17228,88649,70297,4949,65283,65
2022-06-07,86,Montville,4513,4155,358,24384,49,44,5,16900,91312,98206,5390,92712,104
2022-06-07,87,Morris,329,304,25,14596,3,3,0,1817,80612,7364,383,6975,6
2022-06-07,88,Naugatuck,8226,6847,1379,26443,138,121,17,27368,87977,150134,10493,139337,304
2022-06-07,89,New Britain,20284,18683,1601,27980,273,225,48,63989,88267,313344,25235,287621,488
2022-06-07,90,New Canaan,3577,3171,406,17679,44,38,6,21624,106875,85933,4262,81607,64
2022-06-07,91,New Fairfield,2570,2144,426,18519,9,6,3,11693,84256,41498,3020,38434,44
2022-06-07,92,New Hartford,1103,1030,73,16572,6,5,1,5235,78651,20552,1327,19207,18
2022-06-07,93,New Haven,35453,32843,2610,27219,288,256,32,128074,98329,920429,44135,875041,1253
2022-06-07,94,Newington,6663,6174,489,22200,138,117,21,26367,87849,128099,8258,119674,167
2022-06-07,95,New London,7927,7415,512,29514,50,44,6,30744,114469,337157,9709,327149,299
2022-06-07,96,New Milford,5212,3526,1686,19444,62,45,17,23968,89416,103934,6158,97637,139
2022-06-07,97,Newtown,5079,4196,883,18210,80,68,12,24548,88014,115288,6089,109107,92
2022-06-07,98,Norfolk,139,131,8,8528,1,1,0,794,48712,3455,162,3290,3
2022-06-07,99,North Branford,3159,2721,438,22331,29,15,14,11721,82857,56284,3801,52427,56
2022-06-07,100,North Canaan,548,529,19,16856,19,18,1,3088,94986,17957,623,17318,16
2022-06-07,101,North Haven,5955,4865,1090,25145,65,61,4,22213,93793,111674,7248,104327,99
2022-06-07,102,North Stonington,996,912,84,19169,9,7,2,3987,76732,15462,1169,14282,11
2022-06-07,103,Norwalk,23169,21050,2119,26087,271,236,35,89336,100585,378026,29674,347938,414
2022-06-07,104,Norwich,10545,9435,1110,27200,100,85,15,36528,94222,165477,13098,152231,148
2022-06-07,105,Old Lyme,1306,1237,69,17876,4,3,1,7176,98221,28036,1581,26431,24
2022-06-07,106,Old Saybrook,2128,1983,145,21151,66,53,13,10151,100895,47180,2606,44532,42
2022-06-07,107,Orange,2972,2673,299,21341,24,21,3,12815,92022,54912,3536,51326,50
2022-06-07,108,Oxford,2483,2201,282,18733,33,32,1,10742,81041,44663,3031,41582,50
2022-06-07,109,Plainfield,3860,3577,283,25521,54,46,8,12640,83570,55964,4680,51258,26
2022-06-07,110,Plainville,3892,3329,563,22197,60,57,3,14498,82685,72649,4835,67721,93
2022-06-07,111,Plymouth,2394,2042,352,20641,19,16,3,9435,81350,44771,2941,41774,56
2022-06-07,112,Pomfret,810,718,92,19272,7,6,1,4424,105258,21690,976,20704,10
2022-06-07,113,Portland,1647,1497,150,17773,30,22,8,8028,86630,39723,2010,37677,36
2022-06-07,114,Preston,1083,985,98,23416,9,9,0,4096,88562,18203,1269,16909,25
2022-06-07,115,Prospect,2091,1802,289,21552,10,10,0,7883,81251,36512,2591,33870,51
